file,entity_type,seed_node
Superlocal_Expogebouw_Bleijerheide.md,Bauteil,Feuerschutztuer
Superlocal_Expogebouw_Bleijerheide.md,Material,Beton
Superlocal_Expogebouw_Bleijerheide.md,Material,Holz
Superlocal_Expogebouw_Bleijerheide.md,Material,Holz_Verbindungen
Superlocal_Expogebouw_Bleijerheide.md,Schadstoff,Asbest
Svanen_Kindergarten_Gladsaxe.md,Bauteil,Dachtragwerk
Svanen_Kindergarten_Gladsaxe.md,Bauteil,Fassade
Svanen_Kindergarten_Gladsaxe.md,Bauteil,Leuchte
Svanen_Kindergarten_Gladsaxe.md,Huerde,Ausschreibungsproblem
Svanen_Kindergarten_Gladsaxe.md,Kennwert,CO2_Einsparung
Svanen_Kindergarten_Gladsaxe.md,Logistik,Lagerung
Svanen_Kindergarten_Gladsaxe.md,Logistik,Zwischenlagerung
Svanen_Kindergarten_Gladsaxe.md,Methode,Bauteilkatalogisierung
Svanen_Kindergarten_Gladsaxe.md,Methode,Materialinventur
TRAE_High_Rise_Aarhus.md,Bauteil,Fassade
TRAE_High_Rise_Aarhus.md,Bauteil,Fenster
TRAE_High_Rise_Aarhus.md,Kennwert,CO2_Einsparung
TRAE_High_Rise_Aarhus.md,Kennwert,Graue_Energie
TRAE_High_Rise_Aarhus.md,Material,Stroh
TRAE_High_Rise_Aarhus.md,Pruefung,Abbrandbemessung
TRAE_High_Rise_Aarhus.md,Pruefung,Brandnachweis
TRAE_High_Rise_Aarhus.md,Tragwerkssystem,Holz_Skelettbau
The_Green_House_Utrecht.md,Bauteil,Fassade
The_Green_House_Utrecht.md,Reuse_Strategie,Direkte_Wiederverwendung
The_Green_House_Utrecht.md,Tragwerkssystem,Betonfertigteil_System
The_Green_House_Utrecht.md,Tragwerkssystem,Stahl_Skelettbau
Thoravej_29_Copenhagen.md,Bauteil,Betonfertigteil
Thoravej_29_Copenhagen.md,Bauteil,Deckenplatte
Thoravej_29_Copenhagen.md,Bauteil,Fassade
Thoravej_29_Copenhagen.md,Bauteil,Fenster
Thoravej_29_Copenhagen.md,Bauteil,Feuerschutztuer
Thoravej_29_Copenhagen.md,Kennwert,CO2_Einsparung
Timber_Square_London.md,Bauteil,Traeger
Timber_Square_London.md,Kennwert,CO2_Einsparung
Timber_Square_London.md,Logistik,Lagerflaeche
Timber_Square_London.md,Material,Sekundaerstahl
Timber_Square_London.md,Material,Stahl
Timber_Square_London.md,Material,Stahl_Verbindungen
Timber_Square_London.md,Pruefung,Abbrandbemessung
Timber_Square_London.md,Pruefung,Brandnachweis
Timber_Square_London.md,Reuse_Strategie,Direkte_Wiederverwendung
Timber_Square_London.md,Wirtschaft,Datenluecke
Upcycle_Studios_Copenhagen.md,Bauteil,Fenster
Upcycle_Studios_Copenhagen.md,Kennwert,CO2_Einsparung
Upcycle_Studios_Copenhagen.md,Material,Recyclingbeton
Upcycle_Studios_Copenhagen.md,Norm_Recht,Datenluecke
Upcycle_Studios_Copenhagen.md,Pruefung,Datenluecke
Upcycle_Studios_Copenhagen.md,Reuse_Strategie,Adaptives_ReUse
Verbiest_Karreveld_Brussels.md,Abbruchmethode,Selektiver_Rueckbau
Verbiest_Karreveld_Brussels.md,Abbruchmethode,Zerstoerungsarme_Bergung
Verbiest_Karreveld_Brussels.md,Bauteil,Leuchte
Verbiest_Karreveld_Brussels.md,Bauteil,Treppe
Verbiest_Karreveld_Brussels.md,Material,Holz
Verbiest_Karreveld_Brussels.md,Material,Holz_Verbindungen
Verbiest_Karreveld_Brussels.md,Pruefung,Datenluecke
Verbiest_Karreveld_Brussels.md,Reuse_Strategie,Direkte_Wiederverwendung
Villa_Welpeloo_Enschede.md,Aufbereitungsmethode,Rekonditionierung
Villa_Welpeloo_Enschede.md,Bauteil,Traeger
Villa_Welpeloo_Enschede.md,Kennwert,CO2_Einsparung
Villa_Welpeloo_Enschede.md,Material,Holz
Villa_Welpeloo_Enschede.md,Material,Holz_Verbindungen
Villa_Welpeloo_Enschede.md,Material,Sekundaerstahl
Villa_Welpeloo_Enschede.md,Material,Stahl
Villa_Welpeloo_Enschede.md,Material,Stahl_Verbindungen
Villa_Welpeloo_Enschede.md,Methode,Bauteilkatalogisierung
Villa_Welpeloo_Enschede.md,Methode,Materialinventur
Villa_Welpeloo_Enschede.md,Norm_Recht,Datenluecke
Villa_Welpeloo_Enschede.md,Schadstoff,Datenluecke
Villa_Welpeloo_Enschede.md,Wirtschaft,Datenluecke
Woongroep_Boschgaard_Den_Bosch.md,Bauteil,Brettschichtholzstuetze
Woongroep_Boschgaard_Den_Bosch.md,Bauteil,Fassade
Woongroep_Boschgaard_Den_Bosch.md,Bauteil,Pfette
Woongroep_Boschgaard_Den_Bosch.md,Bauteil,Stuetze
Woongroep_Boschgaard_Den_Bosch.md,Bauteil,Traeger
Woongroep_Boschgaard_Den_Bosch.md,Huerde,Brandschutzkonflikt
Woongroep_Boschgaard_Den_Bosch.md,Huerde,Verfuegbarkeitsproblem
Woongroep_Boschgaard_Den_Bosch.md,Kennwert,CO2_Einsparung
Woongroep_Boschgaard_Den_Bosch.md,Norm_Recht,Datenluecke
Woongroep_Boschgaard_Den_Bosch.md,Pruefung,Datenluecke
Woongroep_Boschgaard_Den_Bosch.md,Schadstoff,Datenluecke
Zinneke_Feder_Masui4ever_Brussels.md,Bauteil,Fenster
Zinneke_Feder_Masui4ever_Brussels.md,Bauteil,Traeger
Zinneke_Feder_Masui4ever_Brussels.md,Bauteil,Treppe
Zinneke_Feder_Masui4ever_Brussels.md,Huerde,Ausschreibungsproblem
Zinneke_Feder_Masui4ever_Brussels.md,Methode,Design_for_Disassembly
Zinneke_Feder_Masui4ever_Brussels.md,Norm_Recht,Datenluecke
Zinneke_Feder_Masui4ever_Brussels.md,Prozessphase,Ausschreibung
Zinneke_Feder_Masui4ever_Brussels.md,Reuse_Strategie,Direkte_Wiederverwendung
gjG_House_Gentbrugge.md,Pruefung,Datenluecke
gjG_House_Gentbrugge.md,Reuse_Strategie,Direkte_Wiederverwendung
gjG_House_Gentbrugge.md,Tragwerkssystem,Holz_Skelettbau
gjG_House_Gentbrugge.md,Tragwerkssystem,Stahl_Skelettbau
gjG_House_Gentbrugge.md,Wirtschaft,Datenluecke
