severity,category,element_id,labels,node_id,node_name,property,detail,value_sample
medium,missing_name,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:0,"['Quelle', 'ExternalLink']",q_url_4355c6af7f5e034ee6866841bf19ea11,,,Node has no non-empty name property.,
medium,missing_source_scope,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:0,"['Quelle', 'ExternalLink']",q_url_4355c6af7f5e034ee6866841bf19ea11,,,Node has no source_scope property.,
high,missing_source_scope_case_label,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:0,"['Quelle', 'ExternalLink']",q_url_4355c6af7f5e034ee6866841bf19ea11,,,Case-specific/source-bearing label has no source_scope property.,
high,legacy_path_reference,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:0,"['Quelle', 'ExternalLink']",q_url_4355c6af7f5e034ee6866841bf19ea11,,first_seen_in_research,Property references retired/legacy file structures; verify before reuse.,_neo4j\intake\inbox\research\reuse_knowledge_graph_coverage_audit.md
medium,missing_name,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1,"['Quelle', 'ExternalLink']",q_url_d7a72171312d05683570e279b9b59fe0,,,Node has no non-empty name property.,
medium,missing_source_scope,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1,"['Quelle', 'ExternalLink']",q_url_d7a72171312d05683570e279b9b59fe0,,,Node has no source_scope property.,
high,missing_source_scope_case_label,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1,"['Quelle', 'ExternalLink']",q_url_d7a72171312d05683570e279b9b59fe0,,,Case-specific/source-bearing label has no source_scope property.,
high,legacy_path_reference,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1,"['Quelle', 'ExternalLink']",q_url_d7a72171312d05683570e279b9b59fe0,,first_seen_in_research,Property references retired/legacy file structures; verify before reuse.,_neo4j\intake\inbox\research\reuse_knowledge_graph_coverage_audit.md
low,long_text_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10,['Materialdepot'],bw_cleveland_steel_and_tubes_stock,Cleveland S&T stock,candidate_source_urls,Text/list property is 596 characters.,"[""https://asbp.org.uk/case-studies/55-great-suffolk-street"",""https://www.nla.london/projects/55-great-suffolk-street"",""https://www.hawkinsbrown.com/projects/55-great-suffolk-street"",""https://www.operapm.co.uk/place/our-…"
low,long_text_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:100,['Norm'],norm_en_206,EN 206,candidate_source_urls,Text/list property is 1799 characters.,"[""https://eur-lex.europa.eu/eli/reg/2024/3110/oj/eng"",""https://standards.iteh.ai/catalog/standards/cen/31a1835a-d97d-4bf7-8319-62d76609fe39/cen-ts-1090-201-2024"",""https://www.fir-recycling.com/wp-content/uploads/2023/02…"
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1000,"['Quelle', 'ExternalLink']",q_ext_nmbu_brage_unit_no_nmbu_xmlui_handle_11250_3079873,NMBU thesis: Muligheter med ombruk av prefabrikkerte betongelementer.**,url_redirect_chain,Property is an empty list.,[]
medium,missing_name,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10000,['DataIssue'],di_no_match__6976182475424798415,,,Node has no non-empty name property.,
medium,missing_source_scope,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10000,['DataIssue'],di_no_match__6976182475424798415,,,Node has no source_scope property.,
medium,missing_name,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10001,['DataIssue'],di_no_match__6978434275238483663,,,Node has no non-empty name property.,
medium,missing_source_scope,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10001,['DataIssue'],di_no_match__6978434275238483663,,,Node has no source_scope property.,
medium,missing_name,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10002,['DataIssue'],di_no_match__6980686075052168911,,,Node has no non-empty name property.,
medium,missing_source_scope,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10002,['DataIssue'],di_no_match__6980686075052168911,,,Node has no source_scope property.,
medium,missing_name,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10003,['DataIssue'],di_no_match__6982937874865854159,,,Node has no non-empty name property.,
medium,missing_source_scope,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10003,['DataIssue'],di_no_match__6982937874865854159,,,Node has no source_scope property.,
medium,missing_name,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10004,['DataIssue'],di_no_match__6985189674679539407,,,Node has no non-empty name property.,
medium,missing_source_scope,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10004,['DataIssue'],di_no_match__6985189674679539407,,,Node has no source_scope property.,
medium,missing_name,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10005,['DataIssue'],di_no_match__6987441474493224655,,,Node has no non-empty name property.,
medium,missing_source_scope,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10005,['DataIssue'],di_no_match__6987441474493224655,,,Node has no source_scope property.,
medium,missing_name,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10006,['DataIssue'],di_no_match__7000952273375336144,,,Node has no non-empty name property.,
medium,missing_source_scope,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10006,['DataIssue'],di_no_match__7000952273375336144,,,Node has no source_scope property.,
medium,missing_name,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10007,['DataIssue'],di_no_match__7003204073189021392,,,Node has no non-empty name property.,
medium,missing_source_scope,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10007,['DataIssue'],di_no_match__7003204073189021392,,,Node has no source_scope property.,
medium,missing_name,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10008,['DataIssue'],di_no_match__7005455873002706640,,,Node has no non-empty name property.,
medium,missing_source_scope,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10008,['DataIssue'],di_no_match__7005455873002706640,,,Node has no source_scope property.,
medium,missing_name,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10009,['DataIssue'],di_no_match__7007707672816391888,,,Node has no non-empty name property.,
medium,missing_source_scope,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10009,['DataIssue'],di_no_match__7007707672816391888,,,Node has no source_scope property.,
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1001,"['Quelle', 'ExternalLink']",q_ext_kommunikasjon_ntb_no_pressemelding_17906148_kommunalminister__orges_forste_storskala_ombruksbygg_publisherid_16126567,Entra press release via NTB: Öffnung KA13.**,url_redirect_chain,Property is an empty list.,[]
low,long_text_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1001,"['Quelle', 'ExternalLink']",q_ext_kommunikasjon_ntb_no_pressemelding_17906148_kommunalminister__orges_forste_storskala_ombruksbygg_publisherid_16126567,Entra press release via NTB: Öffnung KA13.**,url_response_headers,Text/list property is 1318 characters.,"{""access-control-allow-headers"": ""Accept, Accept-Language, Content-Language, Content-Type, Origin"", ""access-control-allow-methods"": ""GET, OPTIONS"", ""access-control-allow-origin"": ""https://kommunikasjon.ntb.no"", ""alt-svc…"
medium,missing_name,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10010,['DataIssue'],di_no_match__7009959472630077136,,,Node has no non-empty name property.,
medium,missing_source_scope,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10010,['DataIssue'],di_no_match__7009959472630077136,,,Node has no source_scope property.,
medium,missing_name,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10011,['DataIssue'],di_no_match__7012211272443762384,,,Node has no non-empty name property.,
medium,missing_source_scope,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10011,['DataIssue'],di_no_match__7012211272443762384,,,Node has no source_scope property.,
medium,missing_name,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10012,['DataIssue'],di_no_match__7014463072257447632,,,Node has no non-empty name property.,
medium,missing_source_scope,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10012,['DataIssue'],di_no_match__7014463072257447632,,,Node has no source_scope property.,
medium,missing_name,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10013,['DataIssue'],di_no_match__7016714872071132880,,,Node has no non-empty name property.,
medium,missing_source_scope,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10013,['DataIssue'],di_no_match__7016714872071132880,,,Node has no source_scope property.,
medium,missing_name,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10014,['DataIssue'],di_no_match__7018966671884818128,,,Node has no non-empty name property.,
medium,missing_source_scope,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10014,['DataIssue'],di_no_match__7018966671884818128,,,Node has no source_scope property.,
medium,missing_name,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10015,['DataIssue'],di_no_match__7021218471698503376,,,Node has no non-empty name property.,
medium,missing_source_scope,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10015,['DataIssue'],di_no_match__7021218471698503376,,,Node has no source_scope property.,
medium,missing_name,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10016,['DataIssue'],di_no_match__7023470271512188624,,,Node has no non-empty name property.,
medium,missing_source_scope,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10016,['DataIssue'],di_no_match__7023470271512188624,,,Node has no source_scope property.,
medium,missing_name,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10017,['DataIssue'],di_no_match__7014463072257447633,,,Node has no non-empty name property.,
medium,missing_source_scope,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10017,['DataIssue'],di_no_match__7014463072257447633,,,Node has no source_scope property.,
medium,missing_name,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10018,['DataIssue'],di_no_match__7016714872071132881,,,Node has no non-empty name property.,
medium,missing_source_scope,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10018,['DataIssue'],di_no_match__7016714872071132881,,,Node has no source_scope property.,
medium,missing_name,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10019,['DataIssue'],di_no_match__7018966671884818129,,,Node has no non-empty name property.,
medium,missing_source_scope,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10019,['DataIssue'],di_no_match__7018966671884818129,,,Node has no source_scope property.,
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1002,"['Quelle', 'ExternalLink']",q_ext_futurebuilt_no_assets_originals_download_75a48b7634efe5970abe0f09403f3e45_pdf,FutureBuilt Findings Report PDF: Reuse and transformation / KA13.**,url_redirect_chain,Property is an empty list.,[]
medium,missing_name,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10020,['DataIssue'],di_no_match__7021218471698503377,,,Node has no non-empty name property.,
medium,missing_source_scope,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10020,['DataIssue'],di_no_match__7021218471698503377,,,Node has no source_scope property.,
medium,missing_name,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10021,['DataIssue'],di_no_match__7023470271512188625,,,Node has no non-empty name property.,
medium,missing_source_scope,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10021,['DataIssue'],di_no_match__7023470271512188625,,,Node has no source_scope property.,
medium,missing_name,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10022,['DataIssue'],di_no_match__7025722071325873873,,,Node has no non-empty name property.,
medium,missing_source_scope,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10022,['DataIssue'],di_no_match__7025722071325873873,,,Node has no source_scope property.,
medium,missing_name,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10023,['DataIssue'],di_no_match__7027973871139559121,,,Node has no non-empty name property.,
medium,missing_source_scope,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10023,['DataIssue'],di_no_match__7027973871139559121,,,Node has no source_scope property.,
medium,missing_name,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10024,['DataIssue'],di_no_match__7030225670953244369,,,Node has no non-empty name property.,
medium,missing_source_scope,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10024,['DataIssue'],di_no_match__7030225670953244369,,,Node has no source_scope property.,
medium,missing_name,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10025,['DataIssue'],di_no_match__7032477470766929617,,,Node has no non-empty name property.,
medium,missing_source_scope,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10025,['DataIssue'],di_no_match__7032477470766929617,,,Node has no source_scope property.,
medium,missing_name,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10026,['DataIssue'],di_no_match__7034729270580614865,,,Node has no non-empty name property.,
medium,missing_source_scope,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10026,['DataIssue'],di_no_match__7034729270580614865,,,Node has no source_scope property.,
medium,missing_name,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10027,['DataIssue'],di_no_match__7036981070394300113,,,Node has no non-empty name property.,
medium,missing_source_scope,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10027,['DataIssue'],di_no_match__7036981070394300113,,,Node has no source_scope property.,
medium,missing_name,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10028,['DataIssue'],di_no_match__7039232870207985361,,,Node has no non-empty name property.,
medium,missing_source_scope,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10028,['DataIssue'],di_no_match__7039232870207985361,,,Node has no source_scope property.,
medium,missing_name,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10029,['DataIssue'],di_no_match__7041484670021670609,,,Node has no non-empty name property.,
medium,missing_source_scope,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10029,['DataIssue'],di_no_match__7041484670021670609,,,Node has no source_scope property.,
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1003,"['Quelle', 'ExternalLink']",q_ext_uis_brage_unit_no_uis_xmlui_bitstream_handle_11250_3136867_no_uis_3ainspera_3a232787794_3a233624667_pdf,University thesis excerpt on reused HCS in KA13.**,url_redirect_chain,Property is an empty list.,[]
medium,missing_name,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10030,['DataIssue'],di_no_match__6940153678405834450,,,Node has no non-empty name property.,
medium,missing_source_scope,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10030,['DataIssue'],di_no_match__6940153678405834450,,,Node has no source_scope property.,
medium,missing_name,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10031,['DataIssue'],di_no_match__6942405478219519698,,,Node has no non-empty name property.,
medium,missing_source_scope,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10031,['DataIssue'],di_no_match__6942405478219519698,,,Node has no source_scope property.,
medium,missing_name,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10032,['DataIssue'],di_no_match__6960419876729001683,,,Node has no non-empty name property.,
medium,missing_source_scope,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10032,['DataIssue'],di_no_match__6960419876729001683,,,Node has no source_scope property.,
medium,missing_name,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10033,['DataIssue'],di_no_match__6962671676542686931,,,Node has no non-empty name property.,
medium,missing_source_scope,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10033,['DataIssue'],di_no_match__6962671676542686931,,,Node has no source_scope property.,
medium,missing_name,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10034,['DataIssue'],di_no_match__6964923476356372179,,,Node has no non-empty name property.,
medium,missing_source_scope,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10034,['DataIssue'],di_no_match__6964923476356372179,,,Node has no source_scope property.,
medium,missing_name,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10035,['DataIssue'],di_no_match__6967175276170057427,,,Node has no non-empty name property.,
medium,missing_source_scope,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10035,['DataIssue'],di_no_match__6967175276170057427,,,Node has no source_scope property.,
medium,missing_name,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10036,['DataIssue'],di_no_match__6969427075983742675,,,Node has no non-empty name property.,
medium,missing_source_scope,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10036,['DataIssue'],di_no_match__6969427075983742675,,,Node has no source_scope property.,
medium,missing_name,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10037,['DataIssue'],di_no_match__1592,,,Node has no non-empty name property.,
medium,missing_source_scope,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10037,['DataIssue'],di_no_match__1592,,,Node has no source_scope property.,
medium,missing_name,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10038,['DataIssue'],di_no_match__1593,,,Node has no non-empty name property.,
medium,missing_source_scope,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10038,['DataIssue'],di_no_match__1593,,,Node has no source_scope property.,
medium,missing_name,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10039,['DataIssue'],di_no_match__1600,,,Node has no non-empty name property.,
medium,missing_source_scope,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10039,['DataIssue'],di_no_match__1600,,,Node has no source_scope property.,
low,long_text_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1004,"['Quelle', 'ExternalLink']",q_ext_munin_uit_no_bitstream_handle_10037_23335_thesis_pdf,UiT thesis / HCS tests and reuse context.**,url_response_headers,Text/list property is 1445 characters.,"{""alt-svc"": ""h3=\"":443\""; ma=86400"", ""cache-control"": ""public, max-age=0, s-maxage=31536000"", ""connection"": ""keep-alive"", ""content-encoding"": ""gzip"", ""content-security-policy"": ""default-src 'self'; img-src 'self' * data…"
medium,missing_name,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10040,['DataIssue'],di_no_match__1604,,,Node has no non-empty name property.,
medium,missing_source_scope,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10040,['DataIssue'],di_no_match__1604,,,Node has no source_scope property.,
medium,missing_name,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10041,['DataIssue'],di_no_match__1605,,,Node has no non-empty name property.,
medium,missing_source_scope,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10041,['DataIssue'],di_no_match__1605,,,Node has no source_scope property.,
medium,missing_name,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10042,['DataIssue'],di_no_match__1607,,,Node has no non-empty name property.,
medium,missing_source_scope,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10042,['DataIssue'],di_no_match__1607,,,Node has no source_scope property.,
medium,missing_name,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10043,['DataIssue'],di_no_match__1608,,,Node has no non-empty name property.,
medium,missing_source_scope,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10043,['DataIssue'],di_no_match__1608,,,Node has no source_scope property.,
medium,missing_name,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10044,['DataIssue'],di_no_match__1610,,,Node has no non-empty name property.,
medium,missing_source_scope,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10044,['DataIssue'],di_no_match__1610,,,Node has no source_scope property.,
medium,missing_name,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10045,['DataIssue'],di_no_match__1613,,,Node has no non-empty name property.,
medium,missing_source_scope,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10045,['DataIssue'],di_no_match__1613,,,Node has no source_scope property.,
medium,missing_name,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10046,['DataIssue'],di_no_match__1616,,,Node has no non-empty name property.,
medium,missing_source_scope,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10046,['DataIssue'],di_no_match__1616,,,Node has no source_scope property.,
medium,missing_name,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10047,['DataIssue'],di_no_match__1617,,,Node has no non-empty name property.,
medium,missing_source_scope,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10047,['DataIssue'],di_no_match__1617,,,Node has no source_scope property.,
medium,missing_name,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10048,['DataIssue'],di_no_match__1625,,,Node has no non-empty name property.,
medium,missing_source_scope,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10048,['DataIssue'],di_no_match__1625,,,Node has no source_scope property.,
medium,missing_name,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10049,['DataIssue'],di_no_match__1626,,,Node has no non-empty name property.,
medium,missing_source_scope,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10049,['DataIssue'],di_no_match__1626,,,Node has no source_scope property.,
low,blank_list_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1005,"['Quelle', 'ExternalLink']",q_ext_researchgate_net_publication_387845453_the_renaissance_of_reuse_in_norway_the_future_is_back,ResearchGate: The Renaissance of Reuse in Norway.**,url_redirect_chain,Property is an empty list.,[]
low,long_text_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1005,"['Quelle', 'ExternalLink']",q_ext_researchgate_net_publication_387845453_the_renaissance_of_reuse_in_norway_the_future_is_back,ResearchGate: The Renaissance of Reuse in Norway.**,url_response_headers,Text/list property is 630 characters.,"{""alt-svc"": ""h3=\"":443\""; ma=86400"", ""cache-control"": ""private, max-age=0, no-store, no-cache, must-revalidate, post-check=0, pre-check=0"", ""cf-ray"": ""9ff9d723fd0358e4-TXL"", ""connection"": ""keep-alive"", ""content-encoding…"
medium,missing_name,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10050,['DataIssue'],di_no_match__1634,,,Node has no non-empty name property.,
medium,missing_source_scope,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10050,['DataIssue'],di_no_match__1634,,,Node has no source_scope property.,
medium,missing_name,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10051,['DataIssue'],di_no_match__1649,,,Node has no non-empty name property.,
medium,missing_source_scope,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10051,['DataIssue'],di_no_match__1649,,,Node has no source_scope property.,
medium,missing_name,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10052,['DataIssue'],di_no_match__1662,,,Node has no non-empty name property.,
medium,missing_source_scope,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10052,['DataIssue'],di_no_match__1662,,,Node has no source_scope property.,
medium,missing_name,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10053,['DataIssue'],di_no_match__1664,,,Node has no non-empty name property.,
medium,missing_source_scope,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10053,['DataIssue'],di_no_match__1664,,,Node has no source_scope property.,
medium,missing_name,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10054,['DataIssue'],di_no_match__1668,,,Node has no non-empty name property.,
medium,missing_source_scope,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10054,['DataIssue'],di_no_match__1668,,,Node has no source_scope property.,
medium,missing_name,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10055,['DataIssue'],di_no_match__1672,,,Node has no non-empty name property.,
medium,missing_source_scope,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10055,['DataIssue'],di_no_match__1672,,,Node has no source_scope property.,
medium,missing_name,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10056,['DataIssue'],di_no_match__7000952273375336149,,,Node has no non-empty name property.,
medium,missing_source_scope,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10056,['DataIssue'],di_no_match__7000952273375336149,,,Node has no source_scope property.,
medium,missing_name,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10057,['DataIssue'],di_no_match__7003204073189021397,,,Node has no non-empty name property.,
medium,missing_source_scope,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10057,['DataIssue'],di_no_match__7003204073189021397,,,Node has no source_scope property.,
medium,missing_name,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10058,['DataIssue'],di_no_match__7005455873002706645,,,Node has no non-empty name property.,
medium,missing_source_scope,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10058,['DataIssue'],di_no_match__7005455873002706645,,,Node has no source_scope property.,
medium,missing_name,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10059,['DataIssue'],di_no_match__7007707672816391893,,,Node has no non-empty name property.,
medium,missing_source_scope,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10059,['DataIssue'],di_no_match__7007707672816391893,,,Node has no source_scope property.,
low,long_text_property,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1006,"['Quelle', 'ExternalLink']",q_ext_circon_graennibyggd_is_en_examples,CIRCON examples: KA13.**,url_response_headers,Text/list property is 538 characters.,"{""connection"": ""Keep-Alive"", ""content-encoding"": ""gzip"", ""content-type"": ""text/html; charset=UTF-8"", ""date"": ""Thu, 21 May 2026 22:02:19 GMT"", ""keep-alive"": ""timeout=5, max=100"", ""link"": ""<https://circon.graennibyggd.is/…"
medium,missing_name,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10060,['DataIssue'],di_no_match__7009959472630077141,,,Node has no non-empty name property.,
medium,missing_source_scope,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10060,['DataIssue'],di_no_match__7009959472630077141,,,Node has no source_scope property.,
medium,missing_name,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10061,['DataIssue'],di_no_match__7012211272443762389,,,Node has no non-empty name property.,
medium,missing_source_scope,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10061,['DataIssue'],di_no_match__7012211272443762389,,,Node has no source_scope property.,
medium,missing_name,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10062,['DataIssue'],di_no_match__7014463072257447637,,,Node has no non-empty name property.,
medium,missing_source_scope,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10062,['DataIssue'],di_no_match__7014463072257447637,,,Node has no source_scope property.,
medium,missing_name,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10063,['DataIssue'],di_no_match__7016714872071132885,,,Node has no non-empty name property.,
medium,missing_source_scope,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10063,['DataIssue'],di_no_match__7016714872071132885,,,Node has no source_scope property.,
medium,missing_name,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10064,['DataIssue'],di_no_match__7018966671884818133,,,Node has no non-empty name property.,
medium,missing_source_scope,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10064,['DataIssue'],di_no_match__7018966671884818133,,,Node has no source_scope property.,
medium,missing_name,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10065,['DataIssue'],di_no_match__7021218471698503381,,,Node has no non-empty name property.,
medium,missing_source_scope,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10065,['DataIssue'],di_no_match__7021218471698503381,,,Node has no source_scope property.,
medium,missing_name,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10066,['DataIssue'],di_no_match__7023470271512188629,,,Node has no non-empty name property.,
medium,missing_source_scope,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10066,['DataIssue'],di_no_match__7023470271512188629,,,Node has no source_scope property.,
medium,missing_name,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10067,['DataIssue'],di_no_match__6933398278964778710,,,Node has no non-empty name property.,
medium,missing_source_scope,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10067,['DataIssue'],di_no_match__6933398278964778710,,,Node has no source_scope property.,
medium,missing_name,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10068,['DataIssue'],di_no_match__6933398278964778711,,,Node has no non-empty name property.,
medium,missing_source_scope,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10068,['DataIssue'],di_no_match__6933398278964778711,,,Node has no source_scope property.,
