"entity","id","typed_path","title","build_status","markdown_path","dateien_file_count","imported_source_count"
"datenpunkt","Chiro_d_Itterbeek_Dilbeek__003__Kosten_m","datenpunkt/Chiro_d_Itterbeek_Dilbeek__003__Kosten_m","Kosten/m² - Chiro d’Itterbeek / Sanitary block, Dilbeek – Fallstudie Direct Reuse","promoted_phase42","_database/datenpunkt/Chiro_d_Itterbeek_Dilbeek__003__Kosten_m/index.md","1","1"
"datenpunkt","Chiro_d_Itterbeek_Dilbeek__004__neue_Materialien","datenpunkt/Chiro_d_Itterbeek_Dilbeek__004__neue_Materialien","neue Materialien - Chiro d’Itterbeek / Sanitary block, Dilbeek – Fallstudie Direct Reuse","promoted_phase42","_database/datenpunkt/Chiro_d_Itterbeek_Dilbeek__004__neue_Materialien/index.md","1","1"
"datenpunkt","Chiro_d_Itterbeek_Dilbeek__005__Fassadenziegel_Reuse","datenpunkt/Chiro_d_Itterbeek_Dilbeek__005__Fassadenziegel_Reuse","Fassadenziegel Reuse - Chiro d’Itterbeek / Sanitary block, Dilbeek – Fallstudie Direct Reuse","promoted_phase42","_database/datenpunkt/Chiro_d_Itterbeek_Dilbeek__005__Fassadenziegel_Reuse/index.md","1","1"
"datenpunkt","Chiro_d_Itterbeek_Dilbeek__006__Au_enst_rze_Reuse","datenpunkt/Chiro_d_Itterbeek_Dilbeek__006__Au_enst_rze_Reuse","Außenstürze Reuse - Chiro d’Itterbeek / Sanitary block, Dilbeek – Fallstudie Direct Reuse","promoted_phase42","_database/datenpunkt/Chiro_d_Itterbeek_Dilbeek__006__Au_enst_rze_Reuse/index.md","1","1"
"datenpunkt","Chiro_d_Itterbeek_Dilbeek__007__Dachziegel_Reuse_Rest","datenpunkt/Chiro_d_Itterbeek_Dilbeek__007__Dachziegel_Reuse_Rest","Dachziegel Reuse/Rest - Chiro d’Itterbeek / Sanitary block, Dilbeek – Fallstudie Direct Reuse","promoted_phase42","_database/datenpunkt/Chiro_d_Itterbeek_Dilbeek__007__Dachziegel_Reuse_Rest/index.md","1","1"
"datenpunkt","Chiro_d_Itterbeek_Dilbeek__008__Au_ent_ren_Fenster","datenpunkt/Chiro_d_Itterbeek_Dilbeek__008__Au_ent_ren_Fenster","Außentüren/Fenster - Chiro d’Itterbeek / Sanitary block, Dilbeek – Fallstudie Direct Reuse","promoted_phase42","_database/datenpunkt/Chiro_d_Itterbeek_Dilbeek__008__Au_ent_ren_Fenster/index.md","1","1"
"datenpunkt","Chiro_d_Itterbeek_Dilbeek__009__Bodenfliesen_Reuse","datenpunkt/Chiro_d_Itterbeek_Dilbeek__009__Bodenfliesen_Reuse","Bodenfliesen Reuse - Chiro d’Itterbeek / Sanitary block, Dilbeek – Fallstudie Direct Reuse","promoted_phase42","_database/datenpunkt/Chiro_d_Itterbeek_Dilbeek__009__Bodenfliesen_Reuse/index.md","1","1"
"datenpunkt","Chiro_d_Itterbeek_Dilbeek__010__Wandfliesen_Reuse","datenpunkt/Chiro_d_Itterbeek_Dilbeek__010__Wandfliesen_Reuse","Wandfliesen Reuse - Chiro d’Itterbeek / Sanitary block, Dilbeek – Fallstudie Direct Reuse","promoted_phase42","_database/datenpunkt/Chiro_d_Itterbeek_Dilbeek__010__Wandfliesen_Reuse/index.md","1","1"
"datenpunkt","Chiro_d_Itterbeek_Dilbeek__011__Sanit_r_Reuse","datenpunkt/Chiro_d_Itterbeek_Dilbeek__011__Sanit_r_Reuse","Sanitär Reuse - Chiro d’Itterbeek / Sanitary block, Dilbeek – Fallstudie Direct Reuse","promoted_phase42","_database/datenpunkt/Chiro_d_Itterbeek_Dilbeek__011__Sanit_r_Reuse/index.md","1","1"
"datenpunkt","Chiro_d_Itterbeek_Dilbeek__012__Leuchten_Reuse","datenpunkt/Chiro_d_Itterbeek_Dilbeek__012__Leuchten_Reuse","Leuchten Reuse - Chiro d’Itterbeek / Sanitary block, Dilbeek – Fallstudie Direct Reuse","promoted_phase42","_database/datenpunkt/Chiro_d_Itterbeek_Dilbeek__012__Leuchten_Reuse/index.md","1","1"
"datenpunkt","Chiro_d_Itterbeek_Dilbeek__013__D_mmung_Boden_Wand_Surplus","datenpunkt/Chiro_d_Itterbeek_Dilbeek__013__D_mmung_Boden_Wand_Surplus","Dämmung Boden/Wand Surplus - Chiro d’Itterbeek / Sanitary block, Dilbeek – Fallstudie Direct Reuse","promoted_phase42","_database/datenpunkt/Chiro_d_Itterbeek_Dilbeek__013__D_mmung_Boden_Wand_Surplus/index.md","1","1"
"datenpunkt","Chiro_d_Itterbeek_Dilbeek__014__D_mmung_Decke_Surplus","datenpunkt/Chiro_d_Itterbeek_Dilbeek__014__D_mmung_Decke_Surplus","Dämmung Decke Surplus - Chiro d’Itterbeek / Sanitary block, Dilbeek – Fallstudie Direct Reuse","promoted_phase42","_database/datenpunkt/Chiro_d_Itterbeek_Dilbeek__014__D_mmung_Decke_Surplus/index.md","1","1"
"datenpunkt","Chiro_d_Itterbeek_Dilbeek__015__Betonbl_cke_Surplus","datenpunkt/Chiro_d_Itterbeek_Dilbeek__015__Betonbl_cke_Surplus","Betonblöcke Surplus - Chiro d’Itterbeek / Sanitary block, Dilbeek – Fallstudie Direct Reuse","promoted_phase42","_database/datenpunkt/Chiro_d_Itterbeek_Dilbeek__015__Betonbl_cke_Surplus/index.md","1","1"
"datenpunkt","Chiro_d_Itterbeek_Dilbeek__016__Holzrahmen_Surplus","datenpunkt/Chiro_d_Itterbeek_Dilbeek__016__Holzrahmen_Surplus","Holzrahmen Surplus - Chiro d’Itterbeek / Sanitary block, Dilbeek – Fallstudie Direct Reuse","promoted_phase42","_database/datenpunkt/Chiro_d_Itterbeek_Dilbeek__016__Holzrahmen_Surplus/index.md","1","1"
"datenpunkt","Chiro_d_Itterbeek_Dilbeek__017__vermiedenes_CO","datenpunkt/Chiro_d_Itterbeek_Dilbeek__017__vermiedenes_CO","vermiedenes CO₂ - Chiro d’Itterbeek / Sanitary block, Dilbeek – Fallstudie Direct Reuse","promoted_phase42","_database/datenpunkt/Chiro_d_Itterbeek_Dilbeek__017__vermiedenes_CO/index.md","1","1"
"datenpunkt","Chiro_d_Itterbeek_Dilbeek__018__vermiedener_Wasserverbrauch","datenpunkt/Chiro_d_Itterbeek_Dilbeek__018__vermiedener_Wasserverbrauch","vermiedener Wasserverbrauch - Chiro d’Itterbeek / Sanitary block, Dilbeek – Fallstudie Direct Reuse","promoted_phase42","_database/datenpunkt/Chiro_d_Itterbeek_Dilbeek__018__vermiedener_Wasserverbrauch/index.md","1","1"
"datenpunkt","Chiro_d_Itterbeek_Dilbeek__019__vermiedene_Abf_lle","datenpunkt/Chiro_d_Itterbeek_Dilbeek__019__vermiedene_Abf_lle","vermiedene Abfälle - Chiro d’Itterbeek / Sanitary block, Dilbeek – Fallstudie Direct Reuse","promoted_phase42","_database/datenpunkt/Chiro_d_Itterbeek_Dilbeek__019__vermiedene_Abf_lle/index.md","1","1"
"datenpunkt","Christ_Pavilion_Volkenroda__001__Wettbewerb","datenpunkt/Christ_Pavilion_Volkenroda__001__Wettbewerb","Wettbewerb - Christus-Pavillon / Christ Pavilion, Volkenroda — Fallstudie Direct Reuse / zirkuläres Bauen","promoted_phase42","_database/datenpunkt/Christ_Pavilion_Volkenroda__001__Wettbewerb/index.md","1","1"
"datenpunkt","Christ_Pavilion_Volkenroda__002__Bauzeit_EXPO","datenpunkt/Christ_Pavilion_Volkenroda__002__Bauzeit_EXPO","Bauzeit EXPO - Christus-Pavillon / Christ Pavilion, Volkenroda — Fallstudie Direct Reuse / zirkuläres Bauen","promoted_phase42","_database/datenpunkt/Christ_Pavilion_Volkenroda__002__Bauzeit_EXPO/index.md","1","1"
"datenpunkt","Christ_Pavilion_Volkenroda__003__Wiederaufbau","datenpunkt/Christ_Pavilion_Volkenroda__003__Wiederaufbau","Wiederaufbau - Christus-Pavillon / Christ Pavilion, Volkenroda — Fallstudie Direct Reuse / zirkuläres Bauen","promoted_phase42","_database/datenpunkt/Christ_Pavilion_Volkenroda__003__Wiederaufbau/index.md","1","1"
"datenpunkt","Christ_Pavilion_Volkenroda__004__BGF","datenpunkt/Christ_Pavilion_Volkenroda__004__BGF","BGF - Christus-Pavillon / Christ Pavilion, Volkenroda — Fallstudie Direct Reuse / zirkuläres Bauen","promoted_phase42","_database/datenpunkt/Christ_Pavilion_Volkenroda__004__BGF/index.md","1","1"
"datenpunkt","Christ_Pavilion_Volkenroda__005__BRI_Volumen","datenpunkt/Christ_Pavilion_Volkenroda__005__BRI_Volumen","BRI / Volumen - Christus-Pavillon / Christ Pavilion, Volkenroda — Fallstudie Direct Reuse / zirkuläres Bauen","promoted_phase42","_database/datenpunkt/Christ_Pavilion_Volkenroda__005__BRI_Volumen/index.md","1","1"
"datenpunkt","Christ_Pavilion_Volkenroda__006__Christusraum","datenpunkt/Christ_Pavilion_Volkenroda__006__Christusraum","Christusraum - Christus-Pavillon / Christ Pavilion, Volkenroda — Fallstudie Direct Reuse / zirkuläres Bauen","promoted_phase42","_database/datenpunkt/Christ_Pavilion_Volkenroda__006__Christusraum/index.md","1","1"
"datenpunkt","Christ_Pavilion_Volkenroda__007__Tragst_tzen_Christusraum","datenpunkt/Christ_Pavilion_Volkenroda__007__Tragst_tzen_Christusraum","Tragstützen Christusraum - Christus-Pavillon / Christ Pavilion, Volkenroda — Fallstudie Direct Reuse / zirkuläres Bauen","promoted_phase42","_database/datenpunkt/Christ_Pavilion_Volkenroda__007__Tragst_tzen_Christusraum/index.md","1","1"
"datenpunkt","Christ_Pavilion_Volkenroda__008__Besucher_Expo","datenpunkt/Christ_Pavilion_Volkenroda__008__Besucher_Expo","Besucher Expo - Christus-Pavillon / Christ Pavilion, Volkenroda — Fallstudie Direct Reuse / zirkuläres Bauen","promoted_phase42","_database/datenpunkt/Christ_Pavilion_Volkenroda__008__Besucher_Expo/index.md","1","1"
"datenpunkt","Christ_Pavilion_Volkenroda__009__Gewicht","datenpunkt/Christ_Pavilion_Volkenroda__009__Gewicht","Gewicht - Christus-Pavillon / Christ Pavilion, Volkenroda — Fallstudie Direct Reuse / zirkuläres Bauen","promoted_phase42","_database/datenpunkt/Christ_Pavilion_Volkenroda__009__Gewicht/index.md","1","1"
"datenpunkt","Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot__001__demontierte_Bodenelemente","datenpunkt/Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot__001__demontierte_Bodenelemente","demontierte Bodenelemente - Circular Centre Netherlands / Prinsenhof A reuse pilot — Fallstudie Wiederverwendung / Direct Reuse","promoted_phase42","_database/datenpunkt/Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot__001__demontierte_Bodenelemente/index.md","1","1"
"datenpunkt","Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot__002__demontierte_Fassadenelemente","datenpunkt/Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot__002__demontierte_Fassadenelemente","demontierte Fassadenelemente - Circular Centre Netherlands / Prinsenhof A reuse pilot — Fallstudie Wiederverwendung / Direct Reuse","promoted_phase42","_database/datenpunkt/Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot__002__demontierte_Fassadenelemente/index.md","1","1"
"datenpunkt","Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot__003__Donor_Fl_che","datenpunkt/Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot__003__Donor_Fl_che","Donor-Fläche - Circular Centre Netherlands / Prinsenhof A reuse pilot — Fallstudie Wiederverwendung / Direct Reuse","promoted_phase42","_database/datenpunkt/Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot__003__Donor_Fl_che/index.md","1","1"
"datenpunkt","Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot__004__Donor_Fl_che_alternative_Quelle","datenpunkt/Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot__004__Donor_Fl_che_alternative_Quelle","Donor-Fläche alternative Quelle - Circular Centre Netherlands / Prinsenhof A reuse pilot — Fallstudie Wiederverwendung / Direct Reuse","promoted_phase42","_database/datenpunkt/Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot__004__Donor_Fl_che_alternative_Quelle/index.md","1","1"
"datenpunkt","Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot__005__Materialmenge","datenpunkt/Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot__005__Materialmenge","Materialmenge - Circular Centre Netherlands / Prinsenhof A reuse pilot — Fallstudie Wiederverwendung / Direct Reuse","promoted_phase42","_database/datenpunkt/Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot__005__Materialmenge/index.md","1","1"
"datenpunkt","Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot__006__Betonmenge","datenpunkt/Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot__006__Betonmenge","Betonmenge - Circular Centre Netherlands / Prinsenhof A reuse pilot — Fallstudie Wiederverwendung / Direct Reuse","promoted_phase42","_database/datenpunkt/Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot__006__Betonmenge/index.md","1","1"
"datenpunkt","Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot__007__CO_Einsparung","datenpunkt/Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot__007__CO_Einsparung","CO₂-Einsparung - Circular Centre Netherlands / Prinsenhof A reuse pilot — Fallstudie Wiederverwendung / Direct Reuse","promoted_phase42","_database/datenpunkt/Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot__007__CO_Einsparung/index.md","1","1"
"datenpunkt","Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot__008__Materialwiederverwendung","datenpunkt/Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot__008__Materialwiederverwendung","Materialwiederverwendung - Circular Centre Netherlands / Prinsenhof A reuse pilot — Fallstudie Wiederverwendung / Direct Reuse","promoted_phase42","_database/datenpunkt/Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot__008__Materialwiederverwendung/index.md","1","1"
"datenpunkt","Circular_Pavilion_Paris__001__Fl_che","datenpunkt/Circular_Pavilion_Paris__001__Fl_che","Fläche - Pavillon Circulaire / Circular Pavilion, Paris — Fallstudie Direct Reuse","promoted_phase42","_database/datenpunkt/Circular_Pavilion_Paris__001__Fl_che/index.md","1","1"
"datenpunkt","Circular_Pavilion_Paris__002__Materialien_mit_erster_Lebensdauer","datenpunkt/Circular_Pavilion_Paris__002__Materialien_mit_erster_Lebensdauer","Materialien mit erster Lebensdauer - Pavillon Circulaire / Circular Pavilion, Paris — Fallstudie Direct Reuse","promoted_phase42","_database/datenpunkt/Circular_Pavilion_Paris__002__Materialien_mit_erster_Lebensdauer/index.md","1","1"
"datenpunkt","Circular_Pavilion_Paris__003__Komponenten_mit_zweiter_dritter_Lebensdauer","datenpunkt/Circular_Pavilion_Paris__003__Komponenten_mit_zweiter_dritter_Lebensdauer","Komponenten mit zweiter/dritter Lebensdauer - Pavillon Circulaire / Circular Pavilion, Paris — Fallstudie Direct Reuse","promoted_phase42","_database/datenpunkt/Circular_Pavilion_Paris__003__Komponenten_mit_zweiter_dritter_Lebensdauer/index.md","1","1"
"datenpunkt","Circular_Pavilion_Paris__004__Holzt_ren","datenpunkt/Circular_Pavilion_Paris__004__Holzt_ren","Holztüren - Pavillon Circulaire / Circular Pavilion, Paris — Fallstudie Direct Reuse","promoted_phase42","_database/datenpunkt/Circular_Pavilion_Paris__004__Holzt_ren/index.md","1","1"
"datenpunkt","Circular_Pavilion_Paris__005__St_hle","datenpunkt/Circular_Pavilion_Paris__005__St_hle","Stühle - Pavillon Circulaire / Circular Pavilion, Paris — Fallstudie Direct Reuse","promoted_phase42","_database/datenpunkt/Circular_Pavilion_Paris__005__St_hle/index.md","1","1"
"datenpunkt","Circular_Pavilion_Paris__006__gro_e_Leuchten","datenpunkt/Circular_Pavilion_Paris__006__gro_e_Leuchten","große Leuchten - Pavillon Circulaire / Circular Pavilion, Paris — Fallstudie Direct Reuse","promoted_phase42","_database/datenpunkt/Circular_Pavilion_Paris__006__gro_e_Leuchten/index.md","1","1"
"datenpunkt","Circular_Pavilion_Paris__007__Kosten","datenpunkt/Circular_Pavilion_Paris__007__Kosten","Kosten - Pavillon Circulaire / Circular Pavilion, Paris — Fallstudie Direct Reuse","promoted_phase42","_database/datenpunkt/Circular_Pavilion_Paris__007__Kosten/index.md","1","1"
"datenpunkt","CRCLR_House_Impact_Hub_Berlin__001__BGF_Fl_che","datenpunkt/CRCLR_House_Impact_Hub_Berlin__001__BGF_Fl_che","BGF / Fläche - CRCLR House / Impact Hub Berlin – Fallstudie Direct Reuse","promoted_phase42","_database/datenpunkt/CRCLR_House_Impact_Hub_Berlin__001__BGF_Fl_che/index.md","1","1"
"datenpunkt","CRCLR_House_Impact_Hub_Berlin__002__Nutzfl_che","datenpunkt/CRCLR_House_Impact_Hub_Berlin__002__Nutzfl_che","Nutzfläche - CRCLR House / Impact Hub Berlin – Fallstudie Direct Reuse","promoted_phase42","_database/datenpunkt/CRCLR_House_Impact_Hub_Berlin__002__Nutzfl_che/index.md","1","1"
"datenpunkt","CRCLR_House_Impact_Hub_Berlin__003__Grundst_cksgr_e","datenpunkt/CRCLR_House_Impact_Hub_Berlin__003__Grundst_cksgr_e","Grundstücksgröße - CRCLR House / Impact Hub Berlin – Fallstudie Direct Reuse","promoted_phase42","_database/datenpunkt/CRCLR_House_Impact_Hub_Berlin__003__Grundst_cksgr_e/index.md","1","1"
"datenpunkt","CRCLR_House_Impact_Hub_Berlin__004__Bauzeit","datenpunkt/CRCLR_House_Impact_Hub_Berlin__004__Bauzeit","Bauzeit - CRCLR House / Impact Hub Berlin – Fallstudie Direct Reuse","promoted_phase42","_database/datenpunkt/CRCLR_House_Impact_Hub_Berlin__004__Bauzeit/index.md","1","1"
"datenpunkt","CRCLR_House_Impact_Hub_Berlin__005__Stahltr_ger_aus_Dachr_ckbau","datenpunkt/CRCLR_House_Impact_Hub_Berlin__005__Stahltr_ger_aus_Dachr_ckbau","Stahlträger aus Dachrückbau - CRCLR House / Impact Hub Berlin – Fallstudie Direct Reuse","promoted_phase42","_database/datenpunkt/CRCLR_House_Impact_Hub_Berlin__005__Stahltr_ger_aus_Dachr_ckbau/index.md","1","1"
"datenpunkt","CRCLR_House_Impact_Hub_Berlin__007__Innenausbau_reuse_recycled_upcycled","datenpunkt/CRCLR_House_Impact_Hub_Berlin__007__Innenausbau_reuse_recycled_upcycled","Innenausbau reuse/recycled/upcycled - CRCLR House / Impact Hub Berlin – Fallstudie Direct Reuse","promoted_phase42","_database/datenpunkt/CRCLR_House_Impact_Hub_Berlin__007__Innenausbau_reuse_recycled_upcycled/index.md","1","1"
"datenpunkt","CRCLR_House_Impact_Hub_Berlin__008__Eingesparter_Beton","datenpunkt/CRCLR_House_Impact_Hub_Berlin__008__Eingesparter_Beton","Eingesparter Beton - CRCLR House / Impact Hub Berlin – Fallstudie Direct Reuse","promoted_phase42","_database/datenpunkt/CRCLR_House_Impact_Hub_Berlin__008__Eingesparter_Beton/index.md","1","1"
"datenpunkt","ELYS_Kultur_Gewerbehaus_Basel__001__Neue_Reuse_Fassade","datenpunkt/ELYS_Kultur_Gewerbehaus_Basel__001__Neue_Reuse_Fassade","Neue Reuse-Fassade - ELYS Kultur- & Gewerbehaus, Basel – Fallstudie Direct Reuse","promoted_phase42","_database/datenpunkt/ELYS_Kultur_Gewerbehaus_Basel__001__Neue_Reuse_Fassade/index.md","1","1"
"datenpunkt","ELYS_Kultur_Gewerbehaus_Basel__002__Fassaden_ffnung","datenpunkt/ELYS_Kultur_Gewerbehaus_Basel__002__Fassaden_ffnung","Fassadenöffnung - ELYS Kultur- & Gewerbehaus, Basel – Fallstudie Direct Reuse","promoted_phase42","_database/datenpunkt/ELYS_Kultur_Gewerbehaus_Basel__002__Fassaden_ffnung/index.md","1","1"
"datenpunkt","ELYS_Kultur_Gewerbehaus_Basel__004__CO_Einsparung_durch_Wiederverwendung","datenpunkt/ELYS_Kultur_Gewerbehaus_Basel__004__CO_Einsparung_durch_Wiederverwendung","CO₂-Einsparung durch Wiederverwendung - ELYS Kultur- & Gewerbehaus, Basel – Fallstudie Direct Reuse","promoted_phase42","_database/datenpunkt/ELYS_Kultur_Gewerbehaus_Basel__004__CO_Einsparung_durch_Wiederverwendung/index.md","1","1"
"datenpunkt","ELYS_Kultur_Gewerbehaus_Basel__005__CO_e_durch_Erhalt_Tragstruktur","datenpunkt/ELYS_Kultur_Gewerbehaus_Basel__005__CO_e_durch_Erhalt_Tragstruktur","CO₂e durch Erhalt Tragstruktur - ELYS Kultur- & Gewerbehaus, Basel – Fallstudie Direct Reuse","promoted_phase42","_database/datenpunkt/ELYS_Kultur_Gewerbehaus_Basel__005__CO_e_durch_Erhalt_Tragstruktur/index.md","1","1"
"datenpunkt","ELYS_Kultur_Gewerbehaus_Basel__006__Fl_che","datenpunkt/ELYS_Kultur_Gewerbehaus_Basel__006__Fl_che","Fläche - ELYS Kultur- & Gewerbehaus, Basel – Fallstudie Direct Reuse","promoted_phase42","_database/datenpunkt/ELYS_Kultur_Gewerbehaus_Basel__006__Fl_che/index.md","1","1"
"datenpunkt","ELYS_Kultur_Gewerbehaus_Basel__007__PV_Anlage","datenpunkt/ELYS_Kultur_Gewerbehaus_Basel__007__PV_Anlage","PV-Anlage - ELYS Kultur- & Gewerbehaus, Basel – Fallstudie Direct Reuse","promoted_phase42","_database/datenpunkt/ELYS_Kultur_Gewerbehaus_Basel__007__PV_Anlage/index.md","1","1"
"datenpunkt","ELYS_Kultur_Gewerbehaus_Basel__008__Bauzeit","datenpunkt/ELYS_Kultur_Gewerbehaus_Basel__008__Bauzeit","Bauzeit - ELYS Kultur- & Gewerbehaus, Basel – Fallstudie Direct Reuse","promoted_phase42","_database/datenpunkt/ELYS_Kultur_Gewerbehaus_Basel__008__Bauzeit/index.md","1","1"
"datenpunkt","Europa_Building_Brussels__001__Restaurierte_Fensterrahmen","datenpunkt/Europa_Building_Brussels__001__Restaurierte_Fensterrahmen","Restaurierte Fensterrahmen - Europa Building, Brussels – Fallstudie Direct Reuse","promoted_phase42","_database/datenpunkt/Europa_Building_Brussels__001__Restaurierte_Fensterrahmen/index.md","1","1"
"datenpunkt","Europa_Building_Brussels__002__Bruttogeschossfl_che","datenpunkt/Europa_Building_Brussels__002__Bruttogeschossfl_che","Bruttogeschossfläche - Europa Building, Brussels – Fallstudie Direct Reuse","promoted_phase42","_database/datenpunkt/Europa_Building_Brussels__002__Bruttogeschossfl_che/index.md","1","1"
"datenpunkt","Europa_Building_Brussels__003__Baukosten","datenpunkt/Europa_Building_Brussels__003__Baukosten","Baukosten - Europa Building, Brussels – Fallstudie Direct Reuse","promoted_phase42","_database/datenpunkt/Europa_Building_Brussels__003__Baukosten/index.md","1","1"
"datenpunkt","Europa_Building_Brussels__004__LED_light_tubes","datenpunkt/Europa_Building_Brussels__004__LED_light_tubes","LED light tubes - Europa Building, Brussels – Fallstudie Direct Reuse","promoted_phase42","_database/datenpunkt/Europa_Building_Brussels__004__LED_light_tubes/index.md","1","1"
"datenpunkt","Europa_Building_Brussels__005__PV_Paneele","datenpunkt/Europa_Building_Brussels__005__PV_Paneele","PV-Paneele - Europa Building, Brussels – Fallstudie Direct Reuse","promoted_phase42","_database/datenpunkt/Europa_Building_Brussels__005__PV_Paneele/index.md","1","1"
"datenpunkt","Europa_Building_Brussels__006__Stahlreduktion_Fassadenstruktur","datenpunkt/Europa_Building_Brussels__006__Stahlreduktion_Fassadenstruktur","Stahlreduktion Fassadenstruktur - Europa Building, Brussels – Fallstudie Direct Reuse","promoted_phase42","_database/datenpunkt/Europa_Building_Brussels__006__Stahlreduktion_Fassadenstruktur/index.md","1","1"
"datenpunkt","Ferme_du_Rail_Paris__001__Gesamtfl_che","datenpunkt/Ferme_du_Rail_Paris__001__Gesamtfl_che","Gesamtfläche - La Ferme du Rail, Paris — Fallstudie Direct Reuse / zirkuläres Bauen","promoted_phase42","_database/datenpunkt/Ferme_du_Rail_Paris__001__Gesamtfl_che/index.md","1","1"
"datenpunkt","Ferme_du_Rail_Paris__002__gebaute_Fl_che","datenpunkt/Ferme_du_Rail_Paris__002__gebaute_Fl_che","gebaute Fläche - La Ferme du Rail, Paris — Fallstudie Direct Reuse / zirkuläres Bauen","promoted_phase42","_database/datenpunkt/Ferme_du_Rail_Paris__002__gebaute_Fl_che/index.md","1","1"
"datenpunkt","Ferme_du_Rail_Paris__003__SDP","datenpunkt/Ferme_du_Rail_Paris__003__SDP","SDP - La Ferme du Rail, Paris — Fallstudie Direct Reuse / zirkuläres Bauen","promoted_phase42","_database/datenpunkt/Ferme_du_Rail_Paris__003__SDP/index.md","1","1"
"datenpunkt","Ferme_du_Rail_Paris__004__weitere_Fl_che","datenpunkt/Ferme_du_Rail_Paris__004__weitere_Fl_che","weitere Fläche - La Ferme du Rail, Paris — Fallstudie Direct Reuse / zirkuläres Bauen","promoted_phase42","_database/datenpunkt/Ferme_du_Rail_Paris__004__weitere_Fl_che/index.md","1","1"
"datenpunkt","Ferme_du_Rail_Paris__005__Baukosten","datenpunkt/Ferme_du_Rail_Paris__005__Baukosten","Baukosten - La Ferme du Rail, Paris — Fallstudie Direct Reuse / zirkuläres Bauen","promoted_phase42","_database/datenpunkt/Ferme_du_Rail_Paris__005__Baukosten/index.md","1","1"
"datenpunkt","Ferme_du_Rail_Paris__006__Anteil_biosourc_und_oder_r_employ","datenpunkt/Ferme_du_Rail_Paris__006__Anteil_biosourc_und_oder_r_employ","Anteil biosourcé und/oder réemployé - La Ferme du Rail, Paris — Fallstudie Direct Reuse / zirkuläres Bauen","promoted_phase42","_database/datenpunkt/Ferme_du_Rail_Paris__006__Anteil_biosourc_und_oder_r_employ/index.md","1","1"
"datenpunkt","Ferme_du_Rail_Paris__007__Personen_in_Wiedereingliederung","datenpunkt/Ferme_du_Rail_Paris__007__Personen_in_Wiedereingliederung","Personen in Wiedereingliederung - La Ferme du Rail, Paris — Fallstudie Direct Reuse / zirkuläres Bauen","promoted_phase42","_database/datenpunkt/Ferme_du_Rail_Paris__007__Personen_in_Wiedereingliederung/index.md","1","1"
"datenpunkt","Ferme_du_Rail_Paris__008__Studierende","datenpunkt/Ferme_du_Rail_Paris__008__Studierende","Studierende - La Ferme du Rail, Paris — Fallstudie Direct Reuse / zirkuläres Bauen","promoted_phase42","_database/datenpunkt/Ferme_du_Rail_Paris__008__Studierende/index.md","1","1"
"datenpunkt","Ferme_du_Rail_Paris__009__Transport_Sourcing_Radius_Hauptmaterialien","datenpunkt/Ferme_du_Rail_Paris__009__Transport_Sourcing_Radius_Hauptmaterialien","Transport-/Sourcing-Radius Hauptmaterialien - La Ferme du Rail, Paris — Fallstudie Direct Reuse / zirkuläres Bauen","promoted_phase42","_database/datenpunkt/Ferme_du_Rail_Paris__009__Transport_Sourcing_Radius_Hauptmaterialien/index.md","1","1"
"datenpunkt","Ferme_du_Rail_Paris__013__Kostenwirkung_Reuse","datenpunkt/Ferme_du_Rail_Paris__013__Kostenwirkung_Reuse","Kostenwirkung Reuse - La Ferme du Rail, Paris — Fallstudie Direct Reuse / zirkuläres Bauen","promoted_phase42","_database/datenpunkt/Ferme_du_Rail_Paris__013__Kostenwirkung_Reuse/index.md","1","1"
"datenpunkt","gjG_House_Gentbrugge__003__Fl_che","datenpunkt/gjG_House_Gentbrugge__003__Fl_che","Fläche - gjG House, Gentbrugge / Ghent — Fallstudie Direct Reuse / zirkuläres Bauen","promoted_phase42","_database/datenpunkt/gjG_House_Gentbrugge__003__Fl_che/index.md","1","1"
