"source","relation","old_target","new_target","raw_label","old_confidence","new_confidence","old_resolution_rule","new_resolution_rule"
"reuse_einsatz/AWM_Muenster_Circular_Office__004__Kabeltrassen_und_LED_Leuchten","has_bauteiltyp","bauteiltyp/Technik_TGA","bauteiltyp/Technik","Kabeltrassen und LED-Leuchten","rule_medium","manual_high","bauteil_tga","manual_40b_consolidate_Technik_TGA"
"reuse_einsatz/AWM_Muenster_Circular_Office__006__Sideboard_Holzeinbauten","has_bauteiltyp","bauteiltyp/Innenausbau","bauteiltyp/Ausbau","Sideboard / Holzeinbauten","rule_medium","manual_high","bauteil_innenausbau","manual_40b_consolidate_Innenausbau"
"reuse_einsatz/AWM_Muenster_Circular_Office__009__Akustik_Baffeln","has_bauteiltyp","bauteiltyp/Akustikelement","bauteiltyp/Ausbau","Akustik-Baffeln","rule_high","rule_high","bauteil_akustik","manual_40b_consolidate_Akustikelement"
"reuse_einsatz/BedZED_London_Hackbridge__005__Ger_strohre_als_Rampen_Gel_nder_Balustraden","has_bauteiltyp","bauteiltyp/Technik_TGA","bauteiltyp/Technik","Gerüstrohre als Rampen/Geländer/Balustraden","rule_medium","manual_high","bauteil_tga","manual_40b_consolidate_Technik_TGA"
"reuse_einsatz/BedZED_London_Hackbridge__009__Feste_Einbauten_K_chenteile","has_bauteiltyp","bauteiltyp/Festes_Einbauteil","bauteiltyp/Ausbau","Feste Einbauten/Küchenteile","rule_medium","manual_high","bauteil_festes_einbauteil","manual_40b_consolidate_Festes_Einbauteil"
"reuse_einsatz/BedZED_London_Hackbridge__009__Feste_Einbauten_K_chenteile","has_bauteiltyp","bauteiltyp/Innenausbau","bauteiltyp/Ausbau","Feste Einbauten/Küchenteile","rule_medium","manual_high","bauteil_innenausbau","manual_40b_consolidate_Innenausbau"
"reuse_einsatz/BedZED_London_Hackbridge__011__Sanit_r","has_bauteiltyp","bauteiltyp/Sanitaerobjekt","bauteiltyp/Technik","Sanitär","rule_high","rule_high","bauteil_sanitary","manual_40b_consolidate_Sanitaerobjekt"
"reuse_einsatz/BedZED_London_Hackbridge__012__Beleuchtung","has_bauteiltyp","bauteiltyp/Leuchte","bauteiltyp/Technik","Beleuchtung","rule_high","rule_high","bauteil_lighting","manual_40b_consolidate_Leuchte"
"reuse_einsatz/Berlin_Schildow_Pilot_House__006__Fenster_T_ren_Fassade_Gel_nder_Bodenaufbauten_TG","has_bauteiltyp","bauteiltyp/Festes_Einbauteil","bauteiltyp/Ausbau","Fenster/Türen/Fassade/Geländer/Bodenaufbauten/TGA/Dämmung/Sanitär/Beleuchtung/feste Einbauten","rule_medium","manual_high","bauteil_festes_einbauteil","manual_40b_consolidate_Festes_Einbauteil"
"reuse_einsatz/Berlin_Schildow_Pilot_House__006__Fenster_T_ren_Fassade_Gel_nder_Bodenaufbauten_TG","has_bauteiltyp","bauteiltyp/Innenausbau","bauteiltyp/Ausbau","Fenster/Türen/Fassade/Geländer/Bodenaufbauten/TGA/Dämmung/Sanitär/Beleuchtung/feste Einbauten","rule_medium","manual_high","bauteil_innenausbau","manual_40b_consolidate_Innenausbau"
"reuse_einsatz/Berlin_Schildow_Pilot_House__006__Fenster_T_ren_Fassade_Gel_nder_Bodenaufbauten_TG","has_bauteiltyp","bauteiltyp/Leuchte","bauteiltyp/Technik","Fenster/Türen/Fassade/Geländer/Bodenaufbauten/TGA/Dämmung/Sanitär/Beleuchtung/feste Einbauten","rule_high","rule_high","bauteil_lighting","manual_40b_consolidate_Leuchte"
"reuse_einsatz/Berlin_Schildow_Pilot_House__006__Fenster_T_ren_Fassade_Gel_nder_Bodenaufbauten_TG","has_bauteiltyp","bauteiltyp/Sanitaerobjekt","bauteiltyp/Technik","Fenster/Türen/Fassade/Geländer/Bodenaufbauten/TGA/Dämmung/Sanitär/Beleuchtung/feste Einbauten","rule_high","rule_high","bauteil_sanitary","manual_40b_consolidate_Sanitaerobjekt"
"reuse_einsatz/Berlin_Schildow_Pilot_House__006__Fenster_T_ren_Fassade_Gel_nder_Bodenaufbauten_TG","has_bauteiltyp","bauteiltyp/Technik_TGA","bauteiltyp/Technik","Fenster/Türen/Fassade/Geländer/Bodenaufbauten/TGA/Dämmung/Sanitär/Beleuchtung/feste Einbauten","rule_medium","manual_high","bauteil_tga","manual_40b_consolidate_Technik_TGA"
"reuse_einsatz/Berlin_Schildow_Pilot_House_2__009__TGA","has_bauteiltyp","bauteiltyp/Technik_TGA","bauteiltyp/Technik","TGA","rule_medium","manual_high","bauteil_tga","manual_40b_consolidate_Technik_TGA"
"reuse_einsatz/Bestandverplanzung_Pavilion_Muenchen__006__TGA_Sanit_r_Beleuchtung","has_bauteiltyp","bauteiltyp/Leuchte","bauteiltyp/Technik","TGA / Sanitär / Beleuchtung","rule_high","rule_high","bauteil_lighting","manual_40b_consolidate_Leuchte"
"reuse_einsatz/Bestandverplanzung_Pavilion_Muenchen__006__TGA_Sanit_r_Beleuchtung","has_bauteiltyp","bauteiltyp/Sanitaerobjekt","bauteiltyp/Technik","TGA / Sanitär / Beleuchtung","rule_high","rule_high","bauteil_sanitary","manual_40b_consolidate_Sanitaerobjekt"
"reuse_einsatz/Bestandverplanzung_Pavilion_Muenchen__006__TGA_Sanit_r_Beleuchtung","has_bauteiltyp","bauteiltyp/Technik_TGA","bauteiltyp/Technik","TGA / Sanitär / Beleuchtung","rule_medium","manual_high","bauteil_tga","manual_40b_consolidate_Technik_TGA"
"reuse_einsatz/Big_Dig_Building_Boston__005__TGA_Fenster_T_ren_Dach","has_bauteiltyp","bauteiltyp/Technik_TGA","bauteiltyp/Technik","TGA, Fenster, Türen, Dach","rule_medium","manual_high","bauteil_tga","manual_40b_consolidate_Technik_TGA"
"reuse_einsatz/BioPartner_5_Leiden_Oegstgeest__007__Sanit_r","has_bauteiltyp","bauteiltyp/Sanitaerobjekt","bauteiltyp/Technik","Sanitär","rule_high","rule_high","bauteil_sanitary","manual_40b_consolidate_Sanitaerobjekt"
"reuse_einsatz/BioPartner_5_Leiden_Oegstgeest__008__Beleuchtung","has_bauteiltyp","bauteiltyp/Leuchte","bauteiltyp/Technik","Beleuchtung","rule_high","rule_high","bauteil_lighting","manual_40b_consolidate_Leuchte"
"reuse_einsatz/BlueCity_Offices_Rotterdam__006__Beleuchtung","has_bauteiltyp","bauteiltyp/Leuchte","bauteiltyp/Technik","Beleuchtung","rule_high","rule_high","bauteil_lighting","manual_40b_consolidate_Leuchte"
"reuse_einsatz/BlueCity_Offices_Rotterdam__007__feste_Einbauten","has_bauteiltyp","bauteiltyp/Festes_Einbauteil","bauteiltyp/Ausbau","feste Einbauten","rule_medium","manual_high","bauteil_festes_einbauteil","manual_40b_consolidate_Festes_Einbauteil"
"reuse_einsatz/BlueCity_Offices_Rotterdam__007__feste_Einbauten","has_bauteiltyp","bauteiltyp/Innenausbau","bauteiltyp/Ausbau","feste Einbauten","rule_medium","manual_high","bauteil_innenausbau","manual_40b_consolidate_Innenausbau"
"reuse_einsatz/Boulder_Fire_Station_3__006__T_ren_Leuchten_Toiletten_Cabinets_aus_Hospital","has_bauteiltyp","bauteiltyp/Leuchte","bauteiltyp/Technik","Türen, Leuchten, Toiletten, Cabinets aus Hospital","rule_high","rule_high","bauteil_lighting","manual_40b_consolidate_Leuchte"
"reuse_einsatz/Boulder_Fire_Station_3__006__T_ren_Leuchten_Toiletten_Cabinets_aus_Hospital","has_bauteiltyp","bauteiltyp/Sanitaerobjekt","bauteiltyp/Technik","Türen, Leuchten, Toiletten, Cabinets aus Hospital","rule_high","rule_high","bauteil_sanitary","manual_40b_consolidate_Sanitaerobjekt"
"reuse_einsatz/Brent_Cross_Town_Primary_Substation_London__006__Elektrotechnische_Anlagen","has_bauteiltyp","bauteiltyp/Technik_TGA","bauteiltyp/Technik","Elektrotechnische Anlagen","rule_medium","manual_high","bauteil_tga","manual_40b_consolidate_Technik_TGA"
"reuse_einsatz/Broethen_Twin_House_Hoyerswerda__008__TGA","has_bauteiltyp","bauteiltyp/Technik_TGA","bauteiltyp/Technik","TGA","rule_medium","manual_high","bauteil_tga","manual_40b_consolidate_Technik_TGA"
"reuse_einsatz/CascadeUp_London_secondary_timber_glulam_demonstrator__004__Dach_Abdichtung_TGA_Sanit_r","has_bauteiltyp","bauteiltyp/Sanitaerobjekt","bauteiltyp/Technik","Dach / Abdichtung / TGA / Sanitär","rule_high","rule_high","bauteil_sanitary","manual_40b_consolidate_Sanitaerobjekt"
"reuse_einsatz/CascadeUp_London_secondary_timber_glulam_demonstrator__004__Dach_Abdichtung_TGA_Sanit_r","has_bauteiltyp","bauteiltyp/Technik_TGA","bauteiltyp/Technik","Dach / Abdichtung / TGA / Sanitär","rule_medium","manual_high","bauteil_tga","manual_40b_consolidate_Technik_TGA"
"reuse_einsatz/Charles_Malis_Molenbeek__002__Leuchten","has_bauteiltyp","bauteiltyp/Leuchte","bauteiltyp/Technik","Leuchten","rule_high","rule_high","bauteil_lighting","manual_40b_consolidate_Leuchte"
"reuse_einsatz/Chiro_d_Itterbeek_Dilbeek__008__Sanit_robjekte","has_bauteiltyp","bauteiltyp/Sanitaerobjekt","bauteiltyp/Technik","Sanitärobjekte","rule_high","rule_high","bauteil_sanitary","manual_40b_consolidate_Sanitaerobjekt"
"reuse_einsatz/Chiro_d_Itterbeek_Dilbeek__009__Leuchten","has_bauteiltyp","bauteiltyp/Leuchte","bauteiltyp/Technik","Leuchten","rule_high","rule_high","bauteil_lighting","manual_40b_consolidate_Leuchte"
"reuse_einsatz/Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot__005__Fenster_TGA_Sanit_r","has_bauteiltyp","bauteiltyp/Sanitaerobjekt","bauteiltyp/Technik","Fenster/TGA/Sanitär","rule_high","rule_high","bauteil_sanitary","manual_40b_consolidate_Sanitaerobjekt"
"reuse_einsatz/Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot__005__Fenster_TGA_Sanit_r","has_bauteiltyp","bauteiltyp/Technik_TGA","bauteiltyp/Technik","Fenster/TGA/Sanitär","rule_medium","manual_high","bauteil_tga","manual_40b_consolidate_Technik_TGA"
"reuse_einsatz/Circular_Pavilion_Paris__006__vier_gro_e_Leuchten","has_bauteiltyp","bauteiltyp/Leuchte","bauteiltyp/Technik","vier große Leuchten","rule_high","rule_high","bauteil_lighting","manual_40b_consolidate_Leuchte"
"reuse_einsatz/CRCLR_House_Impact_Hub_Berlin__004__Sanit_robjekte_Duschtassen","has_bauteiltyp","bauteiltyp/Sanitaerobjekt","bauteiltyp/Technik","Sanitärobjekte / Duschtassen","rule_high","rule_high","bauteil_sanitary","manual_40b_consolidate_Sanitaerobjekt"
"reuse_einsatz/CRCLR_House_Impact_Hub_Berlin__006__Holzgalerie_Innenausbau","has_bauteiltyp","bauteiltyp/Innenausbau","bauteiltyp/Ausbau","Holzgalerie / Innenausbau","rule_medium","manual_high","bauteil_innenausbau","manual_40b_consolidate_Innenausbau"
"reuse_einsatz/CRCLR_House_Impact_Hub_Berlin__007__TGA_sichtbar_gef_hrt","has_bauteiltyp","bauteiltyp/Technik_TGA","bauteiltyp/Technik","TGA sichtbar geführt","rule_medium","manual_high","bauteil_tga","manual_40b_consolidate_Technik_TGA"
"reuse_einsatz/ELYS_Kultur_Gewerbehaus_Basel__005__Steinwolled_mmung","has_bauteiltyp","bauteiltyp/Leuchte","bauteiltyp/Technik","Steinwolledämmung","rule_high","rule_high","bauteil_lighting","manual_40b_consolidate_Leuchte"
"reuse_einsatz/ELYS_Kultur_Gewerbehaus_Basel__006__Gitterroste_Br_stungsgitter","has_bauteiltyp","bauteiltyp/Gitterrost","bauteiltyp/Boden","Gitterroste / Brüstungsgitter","rule_high","rule_high","bauteil_gitterrost","manual_40b_consolidate_Gitterrost"
"reuse_einsatz/Europa_Building_Brussels__004__LED_Lichttubes","has_bauteiltyp","bauteiltyp/Leuchte","bauteiltyp/Technik","LED-Lichttubes","rule_high","rule_high","bauteil_lighting","manual_40b_consolidate_Leuchte"
"reuse_einsatz/Europa_Building_Brussels__005__Photovoltaik","has_bauteiltyp","bauteiltyp/PV_Anlage","bauteiltyp/Technik","Photovoltaik","rule_high","rule_high","bauteil_pv","manual_40b_consolidate_PV_Anlage"
"reuse_einsatz/gjG_House_Gentbrugge__004__Innenoberfl_chen_der_Schale","has_bauteiltyp","bauteiltyp/Innenausbau","bauteiltyp/Ausbau","Innenoberflächen der Schale","rule_medium","manual_high","bauteil_innenausbau","manual_40b_consolidate_Innenausbau"
"reuse_einsatz/gjG_House_Gentbrugge__011__TGA","has_bauteiltyp","bauteiltyp/Technik_TGA","bauteiltyp/Technik","TGA","rule_medium","manual_high","bauteil_tga","manual_40b_consolidate_Technik_TGA"
"reuse_einsatz/Grande_Halle_de_Colombelles__002__Radiatoren","has_bauteiltyp","bauteiltyp/Technik_TGA","bauteiltyp/Technik","Radiatoren","rule_high","rule_high","bauteil_heizkoerper","manual_40b_consolidate_Technik_TGA"
"reuse_einsatz/Grande_Halle_de_Colombelles__003__Waschbecken_Sanit_r","has_bauteiltyp","bauteiltyp/Sanitaerobjekt","bauteiltyp/Technik","Waschbecken / Sanitär","rule_high","rule_high","bauteil_sanitary","manual_40b_consolidate_Sanitaerobjekt"
"reuse_einsatz/Grande_Halle_de_Colombelles__004__WC","has_bauteiltyp","bauteiltyp/Sanitaerobjekt","bauteiltyp/Technik","WC","rule_high","rule_high","bauteil_sanitary","manual_40b_consolidate_Sanitaerobjekt"
"reuse_einsatz/Grande_Halle_de_Colombelles__005__Urinale","has_bauteiltyp","bauteiltyp/Sanitaerobjekt","bauteiltyp/Technik","Urinale","rule_high","rule_high","bauteil_sanitary","manual_40b_consolidate_Sanitaerobjekt"
"reuse_einsatz/Grubenstrasse_29_Werkhof_29_Zuerich__006__Gitterroste","has_bauteiltyp","bauteiltyp/Gitterrost","bauteiltyp/Boden","Gitterroste","rule_high","rule_high","bauteil_gitterrost","manual_40b_consolidate_Gitterrost"
"reuse_einsatz/Grubenstrasse_29_Werkhof_29_Zuerich__009__Heizk_rper_Radiatoren","has_bauteiltyp","bauteiltyp/Technik_TGA","bauteiltyp/Technik","Heizkörper / Radiatoren","rule_high","rule_high","bauteil_heizkoerper","manual_40b_consolidate_Technik_TGA"
"reuse_einsatz/Grubenstrasse_29_Werkhof_29_Zuerich__010__Sanit_rapparate","has_bauteiltyp","bauteiltyp/Sanitaerobjekt","bauteiltyp/Technik","Sanitärapparate","rule_high","rule_high","bauteil_sanitary","manual_40b_consolidate_Sanitaerobjekt"
"reuse_einsatz/Grubenstrasse_29_Werkhof_29_Zuerich__013__feste_Innenausbauten","has_bauteiltyp","bauteiltyp/Innenausbau","bauteiltyp/Ausbau","feste Innenausbauten","rule_medium","manual_high","bauteil_innenausbau","manual_40b_consolidate_Innenausbau"
"reuse_einsatz/Harmalanranta_A_Kruunu_ReCreate_mini_pilot_Tampere__004__Fenster_T_ren_TGA_Sanit_r","has_bauteiltyp","bauteiltyp/Sanitaerobjekt","bauteiltyp/Technik","Fenster/Türen/TGA/Sanitär","rule_high","rule_high","bauteil_sanitary","manual_40b_consolidate_Sanitaerobjekt"
"reuse_einsatz/Harmalanranta_A_Kruunu_ReCreate_mini_pilot_Tampere__004__Fenster_T_ren_TGA_Sanit_r","has_bauteiltyp","bauteiltyp/Technik_TGA","bauteiltyp/Technik","Fenster/Türen/TGA/Sanitär","rule_medium","manual_high","bauteil_tga","manual_40b_consolidate_Technik_TGA"
"reuse_einsatz/Hastings_Pier_Visitor_Centre__002__Bekleidung_Toiletten_Outbuildings_am_Old_Pavilio","has_bauteiltyp","bauteiltyp/Sanitaerobjekt","bauteiltyp/Technik","Bekleidung Toiletten / Outbuildings am Old Pavilion","rule_high","rule_high","bauteil_sanitary","manual_40b_consolidate_Sanitaerobjekt"
"reuse_einsatz/Haus_HOS_Mehrfamilienhaus_Muehlhausen__006__Fenster_T_ren_Dach_Gel_nder_Bodenaufbauten_Innen","has_bauteiltyp","bauteiltyp/Festes_Einbauteil","bauteiltyp/Ausbau","Fenster/Türen/Dach/Geländer/Bodenaufbauten/Innenwände/TGA/Dämmung/Sanitär/Beleuchtung/feste Einbauten","rule_medium","manual_high","bauteil_festes_einbauteil","manual_40b_consolidate_Festes_Einbauteil"
"reuse_einsatz/Haus_HOS_Mehrfamilienhaus_Muehlhausen__006__Fenster_T_ren_Dach_Gel_nder_Bodenaufbauten_Innen","has_bauteiltyp","bauteiltyp/Innenausbau","bauteiltyp/Ausbau","Fenster/Türen/Dach/Geländer/Bodenaufbauten/Innenwände/TGA/Dämmung/Sanitär/Beleuchtung/feste Einbauten","rule_medium","manual_high","bauteil_innenausbau","manual_40b_consolidate_Innenausbau"
"reuse_einsatz/Haus_HOS_Mehrfamilienhaus_Muehlhausen__006__Fenster_T_ren_Dach_Gel_nder_Bodenaufbauten_Innen","has_bauteiltyp","bauteiltyp/Leuchte","bauteiltyp/Technik","Fenster/Türen/Dach/Geländer/Bodenaufbauten/Innenwände/TGA/Dämmung/Sanitär/Beleuchtung/feste Einbauten","rule_high","rule_high","bauteil_lighting","manual_40b_consolidate_Leuchte"
"reuse_einsatz/Haus_HOS_Mehrfamilienhaus_Muehlhausen__006__Fenster_T_ren_Dach_Gel_nder_Bodenaufbauten_Innen","has_bauteiltyp","bauteiltyp/Sanitaerobjekt","bauteiltyp/Technik","Fenster/Türen/Dach/Geländer/Bodenaufbauten/Innenwände/TGA/Dämmung/Sanitär/Beleuchtung/feste Einbauten","rule_high","rule_high","bauteil_sanitary","manual_40b_consolidate_Sanitaerobjekt"
"reuse_einsatz/Haus_HOS_Mehrfamilienhaus_Muehlhausen__006__Fenster_T_ren_Dach_Gel_nder_Bodenaufbauten_Innen","has_bauteiltyp","bauteiltyp/Technik_TGA","bauteiltyp/Technik","Fenster/Türen/Dach/Geländer/Bodenaufbauten/Innenwände/TGA/Dämmung/Sanitär/Beleuchtung/feste Einbauten","rule_medium","manual_high","bauteil_tga","manual_40b_consolidate_Technik_TGA"
"reuse_einsatz/Holbein_Gardens_London__007__TGA","has_bauteiltyp","bauteiltyp/Technik_TGA","bauteiltyp/Technik","TGA","rule_medium","manual_high","bauteil_tga","manual_40b_consolidate_Technik_TGA"
"reuse_einsatz/Impact_Hub_Berlin_CRCLR_Fitout__007__T_ren_Fenster_Sanit_r","has_bauteiltyp","bauteiltyp/Sanitaerobjekt","bauteiltyp/Technik","Türen/Fenster/Sanitär","rule_high","rule_high","bauteil_sanitary","manual_40b_consolidate_Sanitaerobjekt"
"reuse_einsatz/Institut_de_Botanique_ULg_Liege__005__TGA","has_bauteiltyp","bauteiltyp/Technik_TGA","bauteiltyp/Technik","TGA","rule_medium","manual_high","bauteil_tga","manual_40b_consolidate_Technik_TGA"
"reuse_einsatz/Jeugdkliniek_Ithaka_Emergis_Kloetinge__005__horizontale_Stahlroste_Sonnenschutz","has_bauteiltyp","bauteiltyp/Beschattung_Sonnenschutz","bauteiltyp/Fassade","horizontale Stahlroste / Sonnenschutz","rule_high","rule_high","bauteil_beschattung_sonnenschutz","manual_40b_consolidate_Beschattung_Sonnenschutz"
"reuse_einsatz/Jeugdkliniek_Ithaka_Emergis_Kloetinge__005__horizontale_Stahlroste_Sonnenschutz","has_bauteiltyp","bauteiltyp/Gitterrost","bauteiltyp/Boden","horizontale Stahlroste / Sonnenschutz","rule_high","rule_high","bauteil_gitterrost","manual_40b_consolidate_Gitterrost"
"reuse_einsatz/Jeugdkliniek_Ithaka_Emergis_Kloetinge__012__Beleuchtungsarmaturen","has_bauteiltyp","bauteiltyp/Leuchte","bauteiltyp/Technik","Beleuchtungsarmaturen","rule_high","rule_high","bauteil_lighting","manual_40b_consolidate_Leuchte"
"reuse_einsatz/Jeugdkliniek_Ithaka_Emergis_Kloetinge__013__Elektroinstallationen_Rohre","has_bauteiltyp","bauteiltyp/Technik_TGA","bauteiltyp/Technik","Elektroinstallationen / Rohre","rule_medium","manual_high","bauteil_tga","manual_40b_consolidate_Technik_TGA"
"reuse_einsatz/Jeugdkliniek_Ithaka_Emergis_Kloetinge__014__Sanit_r_TGA_feste_Einbauten","has_bauteiltyp","bauteiltyp/Festes_Einbauteil","bauteiltyp/Ausbau","Sanitär, TGA, feste Einbauten","rule_medium","manual_high","bauteil_festes_einbauteil","manual_40b_consolidate_Festes_Einbauteil"
"reuse_einsatz/Jeugdkliniek_Ithaka_Emergis_Kloetinge__014__Sanit_r_TGA_feste_Einbauten","has_bauteiltyp","bauteiltyp/Innenausbau","bauteiltyp/Ausbau","Sanitär, TGA, feste Einbauten","rule_medium","manual_high","bauteil_innenausbau","manual_40b_consolidate_Innenausbau"
"reuse_einsatz/Jeugdkliniek_Ithaka_Emergis_Kloetinge__014__Sanit_r_TGA_feste_Einbauten","has_bauteiltyp","bauteiltyp/Sanitaerobjekt","bauteiltyp/Technik","Sanitär, TGA, feste Einbauten","rule_high","rule_high","bauteil_sanitary","manual_40b_consolidate_Sanitaerobjekt"
"reuse_einsatz/Jeugdkliniek_Ithaka_Emergis_Kloetinge__014__Sanit_r_TGA_feste_Einbauten","has_bauteiltyp","bauteiltyp/Technik_TGA","bauteiltyp/Technik","Sanitär, TGA, feste Einbauten","rule_medium","manual_high","bauteil_tga","manual_40b_consolidate_Technik_TGA"
"reuse_einsatz/Juch_Areal_Recyclingzentrum_Zuerich__007__Photovoltaik_Gr_ndach","has_bauteiltyp","bauteiltyp/PV_Anlage","bauteiltyp/Technik","Photovoltaik / Gründach","rule_high","rule_high","bauteil_pv","manual_40b_consolidate_PV_Anlage"
"reuse_einsatz/Juch_Areal_Recyclingzentrum_Zuerich__009__Fenster_T_ren_TGA_Sanit_r_Beleuchtung_Dach_Trepp","has_bauteiltyp","bauteiltyp/Leuchte","bauteiltyp/Technik","Fenster, Türen, TGA, Sanitär, Beleuchtung, Dach, Treppen, Geländer","rule_high","rule_high","bauteil_lighting","manual_40b_consolidate_Leuchte"
"reuse_einsatz/Juch_Areal_Recyclingzentrum_Zuerich__009__Fenster_T_ren_TGA_Sanit_r_Beleuchtung_Dach_Trepp","has_bauteiltyp","bauteiltyp/Sanitaerobjekt","bauteiltyp/Technik","Fenster, Türen, TGA, Sanitär, Beleuchtung, Dach, Treppen, Geländer","rule_high","rule_high","bauteil_sanitary","manual_40b_consolidate_Sanitaerobjekt"
"reuse_einsatz/Juch_Areal_Recyclingzentrum_Zuerich__009__Fenster_T_ren_TGA_Sanit_r_Beleuchtung_Dach_Trepp","has_bauteiltyp","bauteiltyp/Technik_TGA","bauteiltyp/Technik","Fenster, Türen, TGA, Sanitär, Beleuchtung, Dach, Treppen, Geländer","rule_medium","manual_high","bauteil_tga","manual_40b_consolidate_Technik_TGA"
"reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__012__Sanit_r_TGA","has_bauteiltyp","bauteiltyp/Sanitaerobjekt","bauteiltyp/Technik","Sanitär / TGA","rule_high","rule_high","bauteil_sanitary","manual_40b_consolidate_Sanitaerobjekt"
"reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__012__Sanit_r_TGA","has_bauteiltyp","bauteiltyp/Technik_TGA","bauteiltyp/Technik","Sanitär / TGA","rule_medium","manual_high","bauteil_tga","manual_40b_consolidate_Technik_TGA"
"reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__006__Radiatoren","has_bauteiltyp","bauteiltyp/Technik_TGA","bauteiltyp/Technik","Radiatoren","rule_high","rule_high","bauteil_heizkoerper","manual_40b_consolidate_Technik_TGA"
"reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__007__Sanit_r_Waschbecken_Toiletten","has_bauteiltyp","bauteiltyp/Sanitaerobjekt","bauteiltyp/Technik","Sanitär: Waschbecken, Toiletten","rule_high","rule_high","bauteil_sanitary","manual_40b_consolidate_Sanitaerobjekt"
"reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__008__L_ftungskan_le_ducts_and_pipes","has_bauteiltyp","bauteiltyp/Technik_TGA","bauteiltyp/Technik","Lüftungskanäle / ducts and pipes","rule_medium","manual_high","bauteil_tga","manual_40b_consolidate_Technik_TGA"
"reuse_einsatz/Kamikatsu_Zero_Waste_Center_Hotel_WHY__010__TGA","has_bauteiltyp","bauteiltyp/Technik_TGA","bauteiltyp/Technik","TGA","rule_medium","manual_high","bauteil_tga","manual_40b_consolidate_Technik_TGA"
"reuse_einsatz/Kindergarten_Moeoeslistrasse_Manegg_Zuerich__004__Stahlkonstruktion_Beschattung","has_bauteiltyp","bauteiltyp/Beschattung_Sonnenschutz","bauteiltyp/Fassade","Stahlkonstruktion Beschattung","rule_high","rule_high","bauteil_beschattung_sonnenschutz","manual_40b_consolidate_Beschattung_Sonnenschutz"
"reuse_einsatz/Kindergarten_Moeoeslistrasse_Manegg_Zuerich__008__Akustikelemente_Deckenpaneele","has_bauteiltyp","bauteiltyp/Akustikelement","bauteiltyp/Ausbau","Akustikelemente / Deckenpaneele","rule_high","rule_high","bauteil_akustik","manual_40b_consolidate_Akustikelement"
"reuse_einsatz/Kindergarten_Moeoeslistrasse_Manegg_Zuerich__009__Sanit_rapparate_Lavabos_Toiletten","has_bauteiltyp","bauteiltyp/Sanitaerobjekt","bauteiltyp/Technik","Sanitärapparate / Lavabos / Toiletten","rule_high","rule_high","bauteil_sanitary","manual_40b_consolidate_Sanitaerobjekt"
"reuse_einsatz/Kindergarten_Moeoeslistrasse_Manegg_Zuerich__012__Garderoben","has_bauteiltyp","bauteiltyp/Innenausbau","bauteiltyp/Ausbau","Garderoben","rule_medium","manual_high","bauteil_innenausbau","manual_40b_consolidate_Innenausbau"
"reuse_einsatz/Liander_Alliander_HQ_Duiven__003__wiederverwendete_Innenausbau_Elemente","has_bauteiltyp","bauteiltyp/Innenausbau","bauteiltyp/Ausbau","wiederverwendete Innenausbau-Elemente","rule_medium","manual_high","bauteil_innenausbau","manual_40b_consolidate_Innenausbau"
"reuse_einsatz/Liander_Alliander_HQ_Duiven__005__TGA_technische_Elemente","has_bauteiltyp","bauteiltyp/Technik_TGA","bauteiltyp/Technik","TGA / technische Elemente","rule_medium","manual_high","bauteil_tga","manual_40b_consolidate_Technik_TGA"
"reuse_einsatz/Lokomotion_Technology_Centre_mini_pilot_Tampere__004__TGA","has_bauteiltyp","bauteiltyp/Technik_TGA","bauteiltyp/Technik","TGA","rule_medium","manual_high","bauteil_tga","manual_40b_consolidate_Technik_TGA"
"reuse_einsatz/Lokomotion_Technology_Centre_mini_pilot_Tampere__005__T_ren_Fenster_Sanit_r_Beleuchtung","has_bauteiltyp","bauteiltyp/Leuchte","bauteiltyp/Technik","Türen/Fenster/Sanitär/Beleuchtung","rule_high","rule_high","bauteil_lighting","manual_40b_consolidate_Leuchte"
"reuse_einsatz/Lokomotion_Technology_Centre_mini_pilot_Tampere__005__T_ren_Fenster_Sanit_r_Beleuchtung","has_bauteiltyp","bauteiltyp/Sanitaerobjekt","bauteiltyp/Technik","Türen/Fenster/Sanitär/Beleuchtung","rule_high","rule_high","bauteil_sanitary","manual_40b_consolidate_Sanitaerobjekt"
"reuse_einsatz/Lycee_Michel_Lucius_Conversion_Luxembourg__004__Akustikpaneele","has_bauteiltyp","bauteiltyp/Akustikelement","bauteiltyp/Ausbau","Akustikpaneele","rule_high","rule_high","bauteil_akustik","manual_40b_consolidate_Akustikelement"
"reuse_einsatz/Maison_des_Canaux_Paris__003__Sanit_rkeramik_Sanit_rteile","has_bauteiltyp","bauteiltyp/Sanitaerobjekt","bauteiltyp/Technik","Sanitärkeramik / Sanitärteile","rule_high","rule_high","bauteil_sanitary","manual_40b_consolidate_Sanitaerobjekt"
