"source","relation","target","raw_label","confidence","resolution_rule","legacy_path"
"reuse_einsatz/ELYS_Kultur_Gewerbehaus_Basel__007__Garagentor","has_prozessphase","prozessphase/Aufbereitung","umfunktioniert","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Ferme_du_Rail_Paris__001__Holzfensterrahmen_Ch_ssis_bois","has_prozessphase","prozessphase/Aufbereitung","Vorbereitung, Zuschnitt/Anpassung","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Ferme_du_Rail_Paris__002__Holzfensterrahmen","has_prozessphase","prozessphase/Wiedereinbau","Feuillures nicht abgeschnitten; puzzleartige Montage","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Ferme_du_Rail_Paris__004__Bitumen_Betonbl_cke","has_prozessphase","prozessphase/Identifikation","Auswahl / Einbau","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Ferme_du_Rail_Paris__004__Bitumen_Betonbl_cke","has_prozessphase","prozessphase/Wiedereinbau","Auswahl / Einbau","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Ferme_du_Rail_Paris__005__Steinplatten_von_Dachterrassen_B_ro_Fu_bodenplat","has_prozessphase","prozessphase/Lagerung","Lagerung, Einbauversuch","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Ferme_du_Rail_Paris__005__Steinplatten_von_Dachterrassen_B_ro_Fu_bodenplat","has_prozessphase","prozessphase/Wiedereinbau","Lagerung, Einbauversuch","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Ferme_du_Rail_Paris__006__Fliesen_Fayence","has_prozessphase","prozessphase/Aufbereitung","Calepinage, Umnutzung von Boden zu Wand","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Grande_Halle_de_Colombelles__002__Radiatoren","has_prozessphase","prozessphase/Aufbereitung","Reinigung, Hydraulik-Anschluss unbekannt","rule_medium","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Grande_Halle_de_Colombelles__003__Waschbecken_Sanit_r","has_prozessphase","prozessphase/Aufbereitung","Reinigung, Aufbereitung","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Grande_Halle_de_Colombelles__004__WC","has_prozessphase","prozessphase/Aufbereitung","Reinigung","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Grande_Halle_de_Colombelles__005__Urinale","has_prozessphase","prozessphase/Aufbereitung","Reinigung","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Grande_Halle_de_Colombelles__006__T_ren_massiv_Brandschutzt_ren","has_prozessphase","prozessphase/Aufbereitung","Maßanpassung / Sonderzargen","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Grande_Halle_de_Colombelles__008__Holzpfetten_Holzst_cke","has_prozessphase","prozessphase/Aufbereitung","Zuschnitt / Umnutzung","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Grande_Halle_de_Colombelles__009__Fliesen_Fayence","has_prozessphase","prozessphase/Identifikation","Sortierung, Reinigung, Verlegung","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Grande_Halle_de_Colombelles__009__Fliesen_Fayence","has_prozessphase","prozessphase/Aufbereitung","Sortierung, Reinigung, Verlegung","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Grande_Halle_de_Colombelles__009__Fliesen_Fayence","has_prozessphase","prozessphase/Wiedereinbau","Sortierung, Reinigung, Verlegung","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Grubenstrasse_29_Werkhof_29_Zuerich__001__Fassadenbleche_blau","has_prozessphase","prozessphase/Rueckbau","Demontage, Zuschnitt/Anpassung unbekannt","rule_medium","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Grubenstrasse_29_Werkhof_29_Zuerich__001__Fassadenbleche_blau","has_prozessphase","prozessphase/Aufbereitung","Demontage, Zuschnitt/Anpassung unbekannt","rule_medium","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Grubenstrasse_29_Werkhof_29_Zuerich__004__Treppent_rme_Au_entreppe","has_prozessphase","prozessphase/Rueckbau","Demontage, ggf. Reinigung/Anpassung","rule_medium","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Grubenstrasse_29_Werkhof_29_Zuerich__004__Treppent_rme_Au_entreppe","has_prozessphase","prozessphase/Aufbereitung","Demontage, ggf. Reinigung/Anpassung","rule_medium","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Grubenstrasse_29_Werkhof_29_Zuerich__005__Gel_nder","has_prozessphase","prozessphase/Aufbereitung","Anpassung an neue Lage","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Grubenstrasse_29_Werkhof_29_Zuerich__007__Fenster","has_prozessphase","prozessphase/Aufbereitung","Vermessung, ggf. Anpassung","rule_medium","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Harmalanranta_A_Kruunu_ReCreate_mini_pilot_Tampere__001__Hohlk_rperdecken","has_prozessphase","prozessphase/Rueckbau","intakter Ausbau, Prüfung, Werksaufbereitung","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Harmalanranta_A_Kruunu_ReCreate_mini_pilot_Tampere__001__Hohlk_rperdecken","has_prozessphase","prozessphase/Pruefung","intakter Ausbau, Prüfung, Werksaufbereitung","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Harmalanranta_A_Kruunu_ReCreate_mini_pilot_Tampere__001__Hohlk_rperdecken","has_prozessphase","prozessphase/Aufbereitung","intakter Ausbau, Prüfung, Werksaufbereitung","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Hastings_Pier_Visitor_Centre__001__Fassadenbekleidung_Besucherzentrum","has_prozessphase","prozessphase/Aufbereitung","kurze Stücke bewusst genutzt; Zuschnitt","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Hastings_Pier_Visitor_Centre__005__Pier_Balustraden_Deck","has_prozessphase","prozessphase/Aufbereitung","Reparatur / Ersatz","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Haus_HOS_Mehrfamilienhaus_Muehlhausen__001__Wandelemente","has_prozessphase","prozessphase/Identifikation","Auswahl; ggf. Anpassung unbekannt","rule_medium","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Haus_HOS_Mehrfamilienhaus_Muehlhausen__002__Deckenelemente","has_prozessphase","prozessphase/Identifikation","Auswahl; unbekannte Aufbereitung","rule_medium","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Holbein_Gardens_London__001__Stahltr_ger_st_tzen","has_prozessphase","prozessphase/Rueckbau","Rückbau, Prüfung, Primerentfernung, Refabrikation","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Holbein_Gardens_London__001__Stahltr_ger_st_tzen","has_prozessphase","prozessphase/Pruefung","Rückbau, Prüfung, Primerentfernung, Refabrikation","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Holbein_Gardens_London__001__Stahltr_ger_st_tzen","has_prozessphase","prozessphase/Aufbereitung","Rückbau, Prüfung, Primerentfernung, Refabrikation","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__001__1930er_Stahltr_ger_vom_House_of_Fraser","has_prozessphase","prozessphase/Rueckbau","ausgebaut, gereinigt, getestet, zertifiziert, vorbereitet","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__001__1930er_Stahltr_ger_vom_House_of_Fraser","has_prozessphase","prozessphase/Aufbereitung","ausgebaut, gereinigt, getestet, zertifiziert, vorbereitet","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain__001__1930er_Stahltr_ger_vom_House_of_Fraser","has_prozessphase","prozessphase/Pruefung","ausgebaut, gereinigt, getestet, zertifiziert, vorbereitet","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Impact_Hub_Berlin_CRCLR_Fitout__001__Schwarze_MDF_Platten","has_prozessphase","prozessphase/Aufbereitung","Zuschnitt, Montage","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Impact_Hub_Berlin_CRCLR_Fitout__001__Schwarze_MDF_Platten","has_prozessphase","prozessphase/Wiedereinbau","Zuschnitt, Montage","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Impact_Hub_Berlin_CRCLR_Fitout__004__Holzlatten","has_prozessphase","prozessphase/Aufbereitung","Zuschnitt / Montage","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Impact_Hub_Berlin_CRCLR_Fitout__004__Holzlatten","has_prozessphase","prozessphase/Wiedereinbau","Zuschnitt / Montage","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Impact_Hub_Berlin_CRCLR_Fitout__008__M_bel","has_prozessphase","prozessphase/Aufbereitung","aufgearbeitet","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Jeugdkliniek_Ithaka_Emergis_Kloetinge__006__Azob_Shingles","has_prozessphase","prozessphase/Rueckbau","Ausbau, Wiederbefestigung","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Jeugdkliniek_Ithaka_Emergis_Kloetinge__006__Azob_Shingles","has_prozessphase","prozessphase/Wiedereinbau","Ausbau, Wiederbefestigung","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Juch_Areal_Recyclingzentrum_Zuerich__002__Betonplatten_aus_Kerenzerbergtunnel","has_prozessphase","prozessphase/Rueckbau","Ausbau, Prüfung, Transport, Neuverlegung","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Juch_Areal_Recyclingzentrum_Zuerich__002__Betonplatten_aus_Kerenzerbergtunnel","has_prozessphase","prozessphase/Pruefung","Ausbau, Prüfung, Transport, Neuverlegung","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Juch_Areal_Recyclingzentrum_Zuerich__002__Betonplatten_aus_Kerenzerbergtunnel","has_prozessphase","prozessphase/Transport","Ausbau, Prüfung, Transport, Neuverlegung","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Juch_Areal_Recyclingzentrum_Zuerich__002__Betonplatten_aus_Kerenzerbergtunnel","has_prozessphase","prozessphase/Wiedereinbau","Ausbau, Prüfung, Transport, Neuverlegung","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Juch_Areal_Recyclingzentrum_Zuerich__003__Beton_Pilzst_tzen_mit_Deckenelementen","has_prozessphase","prozessphase/Pruefung","Beschaffung, Prüfung, Vorbereitung zum Wiedereinbau","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Juch_Areal_Recyclingzentrum_Zuerich__003__Beton_Pilzst_tzen_mit_Deckenelementen","has_prozessphase","prozessphase/Aufbereitung","Beschaffung, Prüfung, Vorbereitung zum Wiedereinbau","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Juch_Areal_Recyclingzentrum_Zuerich__003__Beton_Pilzst_tzen_mit_Deckenelementen","has_prozessphase","prozessphase/Wiedereinbau","Beschaffung, Prüfung, Vorbereitung zum Wiedereinbau","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Juch_Areal_Recyclingzentrum_Zuerich__004__Stahltr_ger_und_Trapezbleche_Dach","has_prozessphase","prozessphase/Rueckbau","Demontage, Einlagerung, Wiedereinbau","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Juch_Areal_Recyclingzentrum_Zuerich__004__Stahltr_ger_und_Trapezbleche_Dach","has_prozessphase","prozessphase/Lagerung","Demontage, Einlagerung, Wiedereinbau","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Juch_Areal_Recyclingzentrum_Zuerich__004__Stahltr_ger_und_Trapezbleche_Dach","has_prozessphase","prozessphase/Wiedereinbau","Demontage, Einlagerung, Wiedereinbau","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Juch_Areal_Recyclingzentrum_Zuerich__005__Bauteilkatalog_Elemente","has_prozessphase","prozessphase/Identifikation","Erfassung/Katalogisierung","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__001__Stahltr_ger_St_tzen","has_prozessphase","prozessphase/Rueckbau","Demontage, Katalogisierung, Wiedereinbau","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__001__Stahltr_ger_St_tzen","has_prozessphase","prozessphase/Identifikation","Demontage, Katalogisierung, Wiedereinbau","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__001__Stahltr_ger_St_tzen","has_prozessphase","prozessphase/Wiedereinbau","Demontage, Katalogisierung, Wiedereinbau","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__002__Profilbleche_Verbunddecken","has_prozessphase","prozessphase/Rueckbau","Ausbau/Wiedereinbau","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__002__Profilbleche_Verbunddecken","has_prozessphase","prozessphase/Wiedereinbau","Ausbau/Wiedereinbau","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__003__Externe_Treppe","has_prozessphase","prozessphase/Aufbereitung","geringe Anpassungen; Geländerfüllungen ergänzt","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__004__Fenster","has_prozessphase","prozessphase/Rueckbau","Ausbau, Anpassung","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__004__Fenster","has_prozessphase","prozessphase/Aufbereitung","Ausbau, Anpassung","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__005__Fassadenbleche_Profilbleche","has_prozessphase","prozessphase/Aufbereitung","Zuschnitt, Montage","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__005__Fassadenbleche_Profilbleche","has_prozessphase","prozessphase/Wiedereinbau","Zuschnitt, Montage","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__006__EPS_D_mmung","has_prozessphase","prozessphase/Identifikation","Sortierung, Zuschnitt","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__006__EPS_D_mmung","has_prozessphase","prozessphase/Aufbereitung","Sortierung, Zuschnitt","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__007__Holzdachelemente","has_prozessphase","prozessphase/Aufbereitung","Anpassung","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__008__T_ren","has_prozessphase","prozessphase/Aufbereitung","Anpassung","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__009__Dreischichtplatten_Holzplatten","has_prozessphase","prozessphase/Aufbereitung","Zuschnitt, Wiedereinbau","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__009__Dreischichtplatten_Holzplatten","has_prozessphase","prozessphase/Wiedereinbau","Zuschnitt, Wiedereinbau","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__010__Naturstein_Granitplatten","has_prozessphase","prozessphase/Aufbereitung","Reinigung, Zuschnitt","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__011__Klinker_Backstein","has_prozessphase","prozessphase/Aufbereitung","Reinigung","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__001__Hohlk_rperdecken_hollow_core_slabs","has_prozessphase","prozessphase/Rueckbau","Demontage, Reinigung, Tests, Zuschnitt","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__001__Hohlk_rperdecken_hollow_core_slabs","has_prozessphase","prozessphase/Aufbereitung","Demontage, Reinigung, Tests, Zuschnitt","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__001__Hohlk_rperdecken_hollow_core_slabs","has_prozessphase","prozessphase/Pruefung","Demontage, Reinigung, Tests, Zuschnitt","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__006__Radiatoren","has_prozessphase","prozessphase/Rueckbau","Ausbau, Wiedereinbau unbekannt","rule_medium","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__007__Sanit_r_Waschbecken_Toiletten","has_prozessphase","prozessphase/Aufbereitung","Reinigung, Ausbau, Wiedereinbau","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__007__Sanit_r_Waschbecken_Toiletten","has_prozessphase","prozessphase/Rueckbau","Reinigung, Ausbau, Wiedereinbau","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__007__Sanit_r_Waschbecken_Toiletten","has_prozessphase","prozessphase/Wiedereinbau","Reinigung, Ausbau, Wiedereinbau","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__009__Office_fronts_Innenverglasung","has_prozessphase","prozessphase/Aufbereitung","Anpassung","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/KA13_Kristian_Augusts_gate_13_Oslo__010__T_ren","has_prozessphase","prozessphase/Aufbereitung","Anpassung","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Kamikatsu_Zero_Waste_Center_Hotel_WHY__001__Fassadenfenster","has_prozessphase","prozessphase/Wiedereinbau","gesammelt, sortiert, in neue Holzrahmen integriert","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Kamikatsu_Zero_Waste_Center_Hotel_WHY__002__Hotel_ffnungen","has_prozessphase","prozessphase/Aufbereitung","Anpassung an Hotelräume","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Kamikatsu_Zero_Waste_Center_Hotel_WHY__004__Mosaikboden_Community_Hall","has_prozessphase","prozessphase/Wiedereinbau","zufällige Verlegung unterschiedlicher Formen/Farben","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Kindergarten_Moeoeslistrasse_Manegg_Zuerich__001__Au_entreppe","has_prozessphase","prozessphase/Rueckbau","Demontage, Transport, Einbau","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Kindergarten_Moeoeslistrasse_Manegg_Zuerich__001__Au_entreppe","has_prozessphase","prozessphase/Transport","Demontage, Transport, Einbau","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Kindergarten_Moeoeslistrasse_Manegg_Zuerich__001__Au_entreppe","has_prozessphase","prozessphase/Wiedereinbau","Demontage, Transport, Einbau","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Kindergarten_Moeoeslistrasse_Manegg_Zuerich__002__Vordach_Pergola","has_prozessphase","prozessphase/Aufbereitung","Umnutzung, Montage","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Kindergarten_Moeoeslistrasse_Manegg_Zuerich__002__Vordach_Pergola","has_prozessphase","prozessphase/Wiedereinbau","Umnutzung, Montage","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Kindergarten_Moeoeslistrasse_Manegg_Zuerich__004__Stahlkonstruktion_Beschattung","has_prozessphase","prozessphase/Aufbereitung","Umnutzung","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Kindergarten_Moeoeslistrasse_Manegg_Zuerich__005__Gel_nder_Br_stungsgel_nder","has_prozessphase","prozessphase/Aufbereitung","Anpassung","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Kindergarten_Moeoeslistrasse_Manegg_Zuerich__006__Stahltr_ger_Unterz_ge_St_tzen","has_prozessphase","prozessphase/Wiedereinbau","Einbau, ggf. Zuschnitt","rule_medium","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Kindergarten_Moeoeslistrasse_Manegg_Zuerich__006__Stahltr_ger_Unterz_ge_St_tzen","has_prozessphase","prozessphase/Aufbereitung","Einbau, ggf. Zuschnitt","rule_medium","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Kindergarten_Moeoeslistrasse_Manegg_Zuerich__007__Brandschutzt_ren","has_prozessphase","prozessphase/Wiedereinbau","1:1 Wiedereinbau laut Stadt Zürich","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Kindergarten_Moeoeslistrasse_Manegg_Zuerich__008__Akustikelemente_Deckenpaneele","has_prozessphase","prozessphase/Wiedereinbau","Einbau / Anpassung","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Kindergarten_Moeoeslistrasse_Manegg_Zuerich__008__Akustikelemente_Deckenpaneele","has_prozessphase","prozessphase/Aufbereitung","Einbau / Anpassung","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Kindergarten_Moeoeslistrasse_Manegg_Zuerich__009__Sanit_rapparate_Lavabos_Toiletten","has_prozessphase","prozessphase/Aufbereitung","Aufbereitung, neue Anschlüsse","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Kindergarten_Moeoeslistrasse_Manegg_Zuerich__010__gebrauchte_K_che","has_prozessphase","prozessphase/Aufbereitung","Reinigung, Einbau, Anschluss","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Kindergarten_Moeoeslistrasse_Manegg_Zuerich__010__gebrauchte_K_che","has_prozessphase","prozessphase/Wiedereinbau","Reinigung, Einbau, Anschluss","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Kindergarten_Moeoeslistrasse_Manegg_Zuerich__011__Pflanztr_ge","has_prozessphase","prozessphase/Wiedereinbau","Einbau","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Kindergarten_Moeoeslistrasse_Manegg_Zuerich__012__Garderoben","has_prozessphase","prozessphase/Wiedereinbau","Einbau","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Lo_Reninge_Town_Hall_Facade__001__Fassadenziegel","has_prozessphase","prozessphase/Identifikation","Auswahl, Reinigung und Vermauerung wahrscheinlich; projektspezifisch nicht detailliert","rule_medium","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Lo_Reninge_Town_Hall_Facade__001__Fassadenziegel","has_prozessphase","prozessphase/Aufbereitung","Auswahl, Reinigung und Vermauerung wahrscheinlich; projektspezifisch nicht detailliert","rule_medium","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Lo_Reninge_Town_Hall_Facade__001__Fassadenziegel","has_prozessphase","prozessphase/Wiedereinbau","Auswahl, Reinigung und Vermauerung wahrscheinlich; projektspezifisch nicht detailliert","rule_medium","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Lokomotion_Technology_Centre_mini_pilot_Tampere__001__Hohlk_rperdecken","has_prozessphase","prozessphase/Aufbereitung","Werksaufbereitung bei Consolis Parma Nummela","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Lycee_Michel_Lucius_Conversion_Luxembourg__001__Stahlprofile","has_prozessphase","prozessphase/Rueckbau","selektiver Rückbau, Zuschnitt/Anpassung unbekannt","rule_medium","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Lycee_Michel_Lucius_Conversion_Luxembourg__001__Stahlprofile","has_prozessphase","prozessphase/Aufbereitung","selektiver Rückbau, Zuschnitt/Anpassung unbekannt","rule_medium","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Lycee_Michel_Lucius_Conversion_Luxembourg__003__Stahlfassadenpaneele","has_prozessphase","prozessphase/Rueckbau","Demontage, Wiedereinbau","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Lycee_Michel_Lucius_Conversion_Luxembourg__003__Stahlfassadenpaneele","has_prozessphase","prozessphase/Wiedereinbau","Demontage, Wiedereinbau","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Lycee_Michel_Lucius_Conversion_Luxembourg__004__Akustikpaneele","has_prozessphase","prozessphase/Rueckbau","Demontage, Wiedereinbau","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Lycee_Michel_Lucius_Conversion_Luxembourg__004__Akustikpaneele","has_prozessphase","prozessphase/Wiedereinbau","Demontage, Wiedereinbau","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Lycee_Michel_Lucius_Conversion_Luxembourg__005__Metall_Deckenpaneele","has_prozessphase","prozessphase/Rueckbau","Demontage/Wiedereinbau","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Lycee_Michel_Lucius_Conversion_Luxembourg__005__Metall_Deckenpaneele","has_prozessphase","prozessphase/Wiedereinbau","Demontage/Wiedereinbau","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Lycee_Michel_Lucius_Conversion_Luxembourg__006__Stra_enpflasterplatten","has_prozessphase","prozessphase/Rueckbau","Demontage, Verpackung, Lieferung, Wiedereinbau","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Lycee_Michel_Lucius_Conversion_Luxembourg__006__Stra_enpflasterplatten","has_prozessphase","prozessphase/Wiedereinbau","Demontage, Verpackung, Lieferung, Wiedereinbau","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Lycee_Michel_Lucius_Conversion_Luxembourg__007__Fertigbetonelemente_als_Rinnen","has_prozessphase","prozessphase/Wiedereinbau","Bergung/Wiedereinbau","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
