"source","relation","target","raw_label","confidence","resolution_rule","legacy_path"
"reuse_einsatz/Lycee_Michel_Lucius_Conversion_Luxembourg__008__Palettenholz_B_nke","has_prozessphase","prozessphase/Aufbereitung","Oberflächenbehandlungen getestet: Flamme + Schutzschicht/Farbe","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Lycee_Michel_Lucius_Conversion_Luxembourg__008__Palettenholz_B_nke","has_prozessphase","prozessphase/Pruefung","Oberflächenbehandlungen getestet: Flamme + Schutzschicht/Farbe","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Maison_des_Canaux_Paris__001__T_ren","has_prozessphase","prozessphase/Aufbereitung","Reinigung, Anpassung möglich, nicht belegt","rule_medium","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Maison_des_Canaux_Paris__002__Boden_Wandbel_ge","has_prozessphase","prozessphase/Aufbereitung","Zuschnitt / Reinigung möglich","rule_medium","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Maison_des_Canaux_Paris__003__Sanit_rkeramik_Sanit_rteile","has_prozessphase","prozessphase/Aufbereitung","Reinigung / Prüfung möglich","rule_medium","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Maison_des_Canaux_Paris__003__Sanit_rkeramik_Sanit_rteile","has_prozessphase","prozessphase/Pruefung","Reinigung / Prüfung möglich","rule_medium","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Mehrow_Pilot_House__001__Wandplatten","has_prozessphase","prozessphase/Rueckbau","Demontage, Reinigung, ggf. Anpassung","rule_medium","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Mehrow_Pilot_House__001__Wandplatten","has_prozessphase","prozessphase/Aufbereitung","Demontage, Reinigung, ggf. Anpassung","rule_medium","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Mehrow_Pilot_House__002__Deckenplatten","has_prozessphase","prozessphase/Rueckbau","Demontage, Reinigung","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Mehrow_Pilot_House__002__Deckenplatten","has_prozessphase","prozessphase/Aufbereitung","Demontage, Reinigung","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Melkinlaituri_Primary_School_Daycare_Centre_Helsinki__001__Hohlk_rperdecken","has_prozessphase","prozessphase/Aufbereitung","Reinigung, Kürzen, notwendige Öffnungen/Fittings, Wärmedämmung","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Multi_Brussels_Reuse_in_MULTI__001__Blausteinbl_cke_Fassadenplatten","has_prozessphase","prozessphase/Rueckbau","Demontage, Sägen, Remanufacturing, Wiederverlegung","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Multi_Brussels_Reuse_in_MULTI__001__Blausteinbl_cke_Fassadenplatten","has_prozessphase","prozessphase/Aufbereitung","Demontage, Sägen, Remanufacturing, Wiederverlegung","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Multi_Brussels_Reuse_in_MULTI__001__Blausteinbl_cke_Fassadenplatten","has_prozessphase","prozessphase/Wiedereinbau","Demontage, Sägen, Remanufacturing, Wiederverlegung","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Multi_Brussels_Reuse_in_MULTI__002__Blaustein_Flagstones","has_prozessphase","prozessphase/Aufbereitung","Bergung, Zuschnitt/Dimensionierung","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Multi_Brussels_Reuse_in_MULTI__003__Granitboden","has_prozessphase","prozessphase/Wiedereinbau","Bergung und Wiedereinbau","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Multi_Brussels_Reuse_in_MULTI__004__Granitplatten_Terrasse","has_prozessphase","prozessphase/Aufbereitung","Reinigung, Verlegung","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Multi_Brussels_Reuse_in_MULTI__004__Granitplatten_Terrasse","has_prozessphase","prozessphase/Wiedereinbau","Reinigung, Verlegung","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Multi_Brussels_Reuse_in_MULTI__005__Aluminiumprofile","has_prozessphase","prozessphase/Aufbereitung","Zuschnitt, Umnutzung","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Multi_Brussels_Reuse_in_MULTI__006__Aufzugsmotoren","has_prozessphase","prozessphase/Rueckbau","Demontage, Reinstallation","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Musee_de_Folklore_Mouscron__001__Fassadenziegel","has_prozessphase","prozessphase/Identifikation","Sammlung, Auswahl, Integration; Reinigung unbekannt","rule_medium","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Musee_de_Folklore_Mouscron__001__Fassadenziegel","has_prozessphase","prozessphase/Wiedereinbau","Sammlung, Auswahl, Integration; Reinigung unbekannt","rule_medium","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/PLP_London_HQ_Circular_Studio_Fitout__002__Materialbibliothek_Oberfl_chen","has_prozessphase","prozessphase/Aufbereitung","Aufbereitung und Einbettung","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/PLP_London_HQ_Circular_Studio_Fitout__003__Reclaimed_marble","has_prozessphase","prozessphase/Aufbereitung","Zuschnitt/Umfunktionierung","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Peoples_Pavilion_Eindhoven__002__Holztr_ger","has_prozessphase","prozessphase/Aufbereitung","nicht gesägt/gebohrt","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Peoples_Pavilion_Eindhoven__005__Pretty_Plastic_shingles","has_prozessphase","prozessphase/Identifikation","Sortierung nach Typ/Farbe, Produktion von Schindeln","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Plattenpalast_Berlin__001__Wand_Deckenelemente_Gro_fl_chenplatten","has_prozessphase","prozessphase/Aufbereitung","sorgfältig abgetragen, gereinigt, gesägt/gekürzt/gebohrt","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Plattenpalast_Berlin__002__Fenster_inkl_Rahmen","has_prozessphase","prozessphase/Rueckbau","Ausbau und Wiedereinbau; Details unbekannt","rule_medium","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Plattenpalast_Berlin__002__Fenster_inkl_Rahmen","has_prozessphase","prozessphase/Wiedereinbau","Ausbau und Wiedereinbau; Details unbekannt","rule_medium","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Plattenpalast_Berlin__003__Stahllaschen_Bolzen_reversible_D_bel","has_prozessphase","prozessphase/Wiedereinbau","Montage","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Plattenvereinigung_Berlin__001__ost_und_westdeutsche_Plattenbauteile","has_prozessphase","prozessphase/Aufbereitung","Reinigung, Betonarbeiten, Montage","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Plattenvereinigung_Berlin__001__ost_und_westdeutsche_Plattenbauteile","has_prozessphase","prozessphase/Wiedereinbau","Reinigung, Betonarbeiten, Montage","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Plattenvereinigung_Berlin__002__Wand_Fassadenelemente","has_prozessphase","prozessphase/Aufbereitung","Reinigung, Anpassung","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Plattenvereinigung_Berlin__004__Treppenelemente","has_prozessphase","prozessphase/Wiedereinbau","Montage der Treppenelemente erwähnt","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/ReCrete_footbridge_reused_concrete_blocks__001__Betonbl_cke_Bogensegmente","has_prozessphase","prozessphase/Aufbereitung","Sägen aus Bestandswand, Vorbereitung, Montage","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/ReCrete_footbridge_reused_concrete_blocks__001__Betonbl_cke_Bogensegmente","has_prozessphase","prozessphase/Wiedereinbau","Sägen aus Bestandswand, Vorbereitung, Montage","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/ReCrete_footbridge_reused_concrete_blocks__002__Nachspannkabel_Verbindungssystem","has_prozessphase","prozessphase/Wiedereinbau","Einbau in Bogenkonstruktion","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Recyclinghaus_Hannover__001__Aluminiumfenster","has_prozessphase","prozessphase/Aufbereitung","Rahmen thermisch ertüchtigt, Glas ersetzt","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Recyclinghaus_Hannover__002__alte_Glasscheiben_aus_Fenstern","has_prozessphase","prozessphase/Rueckbau","Ausbau beim Glastausch","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Recyclinghaus_Hannover__003__Faserzement_Eternitplatten","has_prozessphase","prozessphase/Rueckbau","Demontage, Zuschnitt unbekannt","rule_medium","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Recyclinghaus_Hannover__004__Profilbauglas","has_prozessphase","prozessphase/Rueckbau","Demontage/Anpassung","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Recyclinghaus_Hannover__004__Profilbauglas","has_prozessphase","prozessphase/Aufbereitung","Demontage/Anpassung","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Recyclinghaus_Hannover__006__Holzleisten_alte_Saunab_nke","has_prozessphase","prozessphase/Rueckbau","Demontage, Zuschnitt","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Recyclinghaus_Hannover__006__Holzleisten_alte_Saunab_nke","has_prozessphase","prozessphase/Aufbereitung","Demontage, Zuschnitt","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Recyclinghaus_Hannover__007__historische_Bauernhaust_r","has_prozessphase","prozessphase/Aufbereitung","aufgearbeitet","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Recyclinghaus_Hannover__008__Messebauplatten","has_prozessphase","prozessphase/Aufbereitung","Zuschnitt","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Recyclinghaus_Hannover__010__Waschbecken_Sanit_r","has_prozessphase","prozessphase/Aufbereitung","Reinigung/Anpassung","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Recyclinghaus_Hannover__012__alter_vor_Ort_gefundener_Beton_Gehwegplatten_Blo","has_prozessphase","prozessphase/Wiedereinbau","Verlegung","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Recypark_Demets_Anderlecht__001__Brettschichtholzb_gen","has_prozessphase","prozessphase/Rueckbau","Demontage, Lagerung, Anpassung, Verstärkung an Basis, teilweise Verdopplung","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Recypark_Demets_Anderlecht__001__Brettschichtholzb_gen","has_prozessphase","prozessphase/Lagerung","Demontage, Lagerung, Anpassung, Verstärkung an Basis, teilweise Verdopplung","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Recypark_Demets_Anderlecht__001__Brettschichtholzb_gen","has_prozessphase","prozessphase/Aufbereitung","Demontage, Lagerung, Anpassung, Verstärkung an Basis, teilweise Verdopplung","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Resilience_La_Ferme_des_Possibles_Stains__001__einfachverglaste_Holzfenster","has_prozessphase","prozessphase/Aufbereitung","gesammelt, gereinigt, rekonditioniert; Prototyping Depuis 1920","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Resilience_La_Ferme_des_Possibles_Stains__003__BTC_Ziegel","has_prozessphase","prozessphase/Rueckbau","demontiert, palettiert, 2 Jahre gelagert","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Resilience_La_Ferme_des_Possibles_Stains__005__Solivage_Reste","has_prozessphase","prozessphase/Aufbereitung","Zuschnitt","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Resilience_La_Ferme_des_Possibles_Stains__009__Obstk_rbe_als_Lampenschirme","has_prozessphase","prozessphase/Aufbereitung","Umnutzung","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Resilience_La_Ferme_des_Possibles_Stains__010__WC_und_Handwaschbecken","has_prozessphase","prozessphase/Aufbereitung","Reinigung","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Resource_Rows_Copenhagen__001__Ziegelfassadenmodule_Mauerwerksausschnitte","has_prozessphase","prozessphase/Transport","Ausschneiden, Transport, Montage als Module","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Resource_Rows_Copenhagen__001__Ziegelfassadenmodule_Mauerwerksausschnitte","has_prozessphase","prozessphase/Wiedereinbau","Ausschneiden, Transport, Montage als Module","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Roots_in_the_Sky_Blackfriars_Crown_Court__001__Stahltr_ger_profile","has_prozessphase","prozessphase/Rueckbau","Demontage, Lagerung, Prüfung, Re-Zertifizierung","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Roots_in_the_Sky_Blackfriars_Crown_Court__001__Stahltr_ger_profile","has_prozessphase","prozessphase/Lagerung","Demontage, Lagerung, Prüfung, Re-Zertifizierung","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Roots_in_the_Sky_Blackfriars_Crown_Court__001__Stahltr_ger_profile","has_prozessphase","prozessphase/Pruefung","Demontage, Lagerung, Prüfung, Re-Zertifizierung","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Roots_in_the_Sky_Blackfriars_Crown_Court__002__vorhandener_Stahl_aus_Blackfriars_Bestand","has_prozessphase","prozessphase/Rueckbau","Rückbau/Sortierung","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Roots_in_the_Sky_Blackfriars_Crown_Court__002__vorhandener_Stahl_aus_Blackfriars_Bestand","has_prozessphase","prozessphase/Identifikation","Rückbau/Sortierung","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Saxum_Vineyard_Equipment_Barn_Paso_Robles__001__St_tzen_Pfosten","has_prozessphase","prozessphase/Aufbereitung","Zuschnitt/Einbau/Witterung; Details unbekannt","rule_medium","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Saxum_Vineyard_Equipment_Barn_Paso_Robles__001__St_tzen_Pfosten","has_prozessphase","prozessphase/Wiedereinbau","Zuschnitt/Einbau/Witterung; Details unbekannt","rule_medium","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Saxum_Vineyard_Equipment_Barn_Paso_Robles__002__Dachtragwerk_Rohrtr_ger","has_prozessphase","prozessphase/Aufbereitung","Zuschnitt/Schweißen","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Saxum_Vineyard_Equipment_Barn_Paso_Robles__005__Tore_Bekleidung","has_prozessphase","prozessphase/Aufbereitung","Zuschnitt in „calico pattern“","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Saxum_Vineyard_Equipment_Barn_Paso_Robles__010__T_ren","has_prozessphase","prozessphase/Aufbereitung","Zuschnitt","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Superlocal_Expogebouw_Bleijerheide__001__Wohnungsteile_Betonunits","has_prozessphase","prozessphase/Aufbereitung","aus Wohnung gesägt, getrennt, mit 52-m-Kran herausgehoben, per Trailer transportiert","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Superlocal_Expogebouw_Bleijerheide__001__Wohnungsteile_Betonunits","has_prozessphase","prozessphase/Transport","aus Wohnung gesägt, getrennt, mit 52-m-Kran herausgehoben, per Trailer transportiert","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Superlocal_Expogebouw_Bleijerheide__002__Aluminiumrohre","has_prozessphase","prozessphase/Aufbereitung","möglichst ohne Bearbeitung","rule_medium","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Superlocal_Expogebouw_Bleijerheide__003__Heizk_rper_Radiatoren","has_prozessphase","prozessphase/Rueckbau","Ausbau, Wiedereinbau","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Superlocal_Expogebouw_Bleijerheide__003__Heizk_rper_Radiatoren","has_prozessphase","prozessphase/Wiedereinbau","Ausbau, Wiedereinbau","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Superlocal_Expogebouw_Bleijerheide__005__Fenster_Kozijnen","has_prozessphase","prozessphase/Rueckbau","Ausbau; teils problematische Bearbeitung wegen Asbest","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Superlocal_Expogebouw_Bleijerheide__005__Fenster_Kozijnen","has_prozessphase","prozessphase/Aufbereitung","Ausbau; teils problematische Bearbeitung wegen Asbest","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Superlocal_Expogebouw_Bleijerheide__006__Haust_ren_Voordeuren","has_prozessphase","prozessphase/Rueckbau","Ausbau/Wiedereinbau","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Superlocal_Expogebouw_Bleijerheide__006__Haust_ren_Voordeuren","has_prozessphase","prozessphase/Wiedereinbau","Ausbau/Wiedereinbau","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Superlocal_Expogebouw_Bleijerheide__007__Gel_nder","has_prozessphase","prozessphase/Rueckbau","Ausbau/Wiedereinbau","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Superlocal_Expogebouw_Bleijerheide__007__Gel_nder","has_prozessphase","prozessphase/Wiedereinbau","Ausbau/Wiedereinbau","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Superlocal_Expogebouw_Bleijerheide__008__Br_stungen_Borstweringen","has_prozessphase","prozessphase/Rueckbau","Ausbau/Wiedereinbau","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Superlocal_Expogebouw_Bleijerheide__008__Br_stungen_Borstweringen","has_prozessphase","prozessphase/Wiedereinbau","Ausbau/Wiedereinbau","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Superlocal_Expogebouw_Bleijerheide__009__K_che_K_chenunit","has_prozessphase","prozessphase/Rueckbau","Ausbau/Wiedereinbau","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Superlocal_Expogebouw_Bleijerheide__009__K_che_K_chenunit","has_prozessphase","prozessphase/Wiedereinbau","Ausbau/Wiedereinbau","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Superlocal_Expogebouw_Bleijerheide__010__Pflaster_Bodenplatten_au_en","has_prozessphase","prozessphase/Rueckbau","Ausbau, Wiedereinbau","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Superlocal_Expogebouw_Bleijerheide__010__Pflaster_Bodenplatten_au_en","has_prozessphase","prozessphase/Wiedereinbau","Ausbau, Wiedereinbau","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Svanen_Kindergarten_Gladsaxe__001__Holz_Dachbinder_timber_trusses","has_prozessphase","prozessphase/Rueckbau","Demontage, Sortierung, Lagerung, Wiedereinbau","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Svanen_Kindergarten_Gladsaxe__001__Holz_Dachbinder_timber_trusses","has_prozessphase","prozessphase/Identifikation","Demontage, Sortierung, Lagerung, Wiedereinbau","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Svanen_Kindergarten_Gladsaxe__001__Holz_Dachbinder_timber_trusses","has_prozessphase","prozessphase/Lagerung","Demontage, Sortierung, Lagerung, Wiedereinbau","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Svanen_Kindergarten_Gladsaxe__001__Holz_Dachbinder_timber_trusses","has_prozessphase","prozessphase/Wiedereinbau","Demontage, Sortierung, Lagerung, Wiedereinbau","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Svanen_Kindergarten_Gladsaxe__002__Holzrafters_tr_sp_r","has_prozessphase","prozessphase/Rueckbau","Ausbau/Wiedereinbau","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Svanen_Kindergarten_Gladsaxe__002__Holzrafters_tr_sp_r","has_prozessphase","prozessphase/Wiedereinbau","Ausbau/Wiedereinbau","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Svanen_Kindergarten_Gladsaxe__003__Ziegel_bricks","has_prozessphase","prozessphase/Rueckbau","schonender Rückbau, Reinigung, Wiedereinbau","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Svanen_Kindergarten_Gladsaxe__003__Ziegel_bricks","has_prozessphase","prozessphase/Aufbereitung","schonender Rückbau, Reinigung, Wiedereinbau","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Svanen_Kindergarten_Gladsaxe__003__Ziegel_bricks","has_prozessphase","prozessphase/Wiedereinbau","schonender Rückbau, Reinigung, Wiedereinbau","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Svanen_Kindergarten_Gladsaxe__004__Dachziegel_roof_tiles_vingetegl","has_prozessphase","prozessphase/Rueckbau","Demontage, Sortierung, Wiedereinbau","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Svanen_Kindergarten_Gladsaxe__004__Dachziegel_roof_tiles_vingetegl","has_prozessphase","prozessphase/Identifikation","Demontage, Sortierung, Wiedereinbau","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Svanen_Kindergarten_Gladsaxe__004__Dachziegel_roof_tiles_vingetegl","has_prozessphase","prozessphase/Wiedereinbau","Demontage, Sortierung, Wiedereinbau","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Svanen_Kindergarten_Gladsaxe__005__Stahlfassadenelemente_facade_panels","has_prozessphase","prozessphase/Rueckbau","Demontage, Lagerung, Wiedereinbau","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Svanen_Kindergarten_Gladsaxe__005__Stahlfassadenelemente_facade_panels","has_prozessphase","prozessphase/Lagerung","Demontage, Lagerung, Wiedereinbau","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Svanen_Kindergarten_Gladsaxe__005__Stahlfassadenelemente_facade_panels","has_prozessphase","prozessphase/Wiedereinbau","Demontage, Lagerung, Wiedereinbau","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/TRAE_High_Rise_Aarhus__002__Aluminium_Fassadenplatten","has_prozessphase","prozessphase/Rueckbau","Demontage, Glätten/Umformen, Montage","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/TRAE_High_Rise_Aarhus__002__Aluminium_Fassadenplatten","has_prozessphase","prozessphase/Wiedereinbau","Demontage, Glätten/Umformen, Montage","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/TRAE_High_Rise_Aarhus__003__Windturbinenfl_gel","has_prozessphase","prozessphase/Aufbereitung","Zuschneiden, Befestigen","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/TRAE_High_Rise_Aarhus__004__wiederverwendete_upgecycelte_Fenster","has_prozessphase","prozessphase/Aufbereitung","Aufbereitung/Neufertigung","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/TRAE_High_Rise_Aarhus__005__Boden_aus_alten_Fensterrahmen","has_prozessphase","prozessphase/Aufbereitung","Remanufacturing, Öl/Lack","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/TRAE_High_Rise_Aarhus__006__Boden_Decken_aus_Gellerupparken","has_prozessphase","prozessphase/Rueckbau","Ausbau, Anpassung","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/TRAE_High_Rise_Aarhus__006__Boden_Decken_aus_Gellerupparken","has_prozessphase","prozessphase/Aufbereitung","Ausbau, Anpassung","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/TRAE_High_Rise_Aarhus__007__Troldtekt_Akustikplatten","has_prozessphase","prozessphase/Rueckbau","Demontage, Wiedereinbau","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/TRAE_High_Rise_Aarhus__007__Troldtekt_Akustikplatten","has_prozessphase","prozessphase/Wiedereinbau","Demontage, Wiedereinbau","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/The_Green_House_Utrecht__001__Rauchglas_Fassadenpaneele","has_prozessphase","prozessphase/Rueckbau","demontiert, angepasst an neuen Stahlrahmen","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/The_Green_House_Utrecht__002__Pflasterklinker_Erdgeschoss","has_prozessphase","prozessphase/Aufbereitung","gereinigt/verlegt","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/The_Green_House_Utrecht__004__D_mmung_in_Holzbodenelementen","has_prozessphase","prozessphase/Wiedereinbau","in Holzbauteile integriert","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Thoravej_29_Copenhagen__002__Fassaden_Ziegel_berschuss","has_prozessphase","prozessphase/Rueckbau","ausgebaut, gereinigt/angepasst unbekannt","rule_medium","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Thoravej_29_Copenhagen__002__Fassaden_Ziegel_berschuss","has_prozessphase","prozessphase/Aufbereitung","ausgebaut, gereinigt/angepasst unbekannt","rule_medium","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Upcycle_Studios_Copenhagen__001__Fenster_Doppelverglasung","has_prozessphase","prozessphase/Aufbereitung","Aufbereitung, Remanufacturing","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Upcycle_Studios_Copenhagen__002__Bodenbretter_Dinesen_Restholz","has_prozessphase","prozessphase/Aufbereitung","Remanufacturing / Zuschnitt","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Upcycle_Studios_Copenhagen__003__Fassadenholz","has_prozessphase","prozessphase/Aufbereitung","Aufbereitung","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Verbiest_Karreveld_Brussels__001__Karreveld_Innenwandsystem","has_prozessphase","prozessphase/Rueckbau","ausgebaut, im Gebäude gelagert, wiedereingebaut/angepasst","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
"reuse_einsatz/Verbiest_Karreveld_Brussels__001__Karreveld_Innenwandsystem","has_prozessphase","prozessphase/Wiedereinbau","ausgebaut, im Gebäude gelagert, wiedereingebaut/angepasst","rule_high","label_50d_prozessphase_eingriff_aufbereitung",""
